content,score
Terlalu bnyak yang nipu udah cari kerja susah pas dapet nipu mau duit doang udah abis duit buat bolak balik masih aja di pintain duit,3
Gabisa dijalankan dengan baik,1
"Aplikasinya kok error tidak bisa di buka, ada masalah apa?",5
Ter-Baik,5
Berapa kali sign in malah gk bisa balik ke aplikasi,1
"Mantap berbagai bidang pekerjaan lengkap bangeut , sangat bermanfaat bagi para pencari kerja tanpa adanya pungutan biyaya",5
Keren tampilan yang sekarang.. Sebenernya untuk aplikasinya sendiri itu udah lumayan lengkap... Cuman mungkin kadang banyak yg kurang paham cara penggunaan nya aja...resume masuk dan direview pun udh ada notifnya juga lgsg ke email... Semoga Take responsibility dari pihak company nya bisa fast respon...,5
Hasil Pencariannya tidak sesuai dengan yang di cari. Yang di cari apa yang keluarnya apa 😔 Banyak loker palsu jg,2
"setelah log in dan berhasil kenapa gabisa ke beranda? di pencet continue gabisa , giliran di back disuruh log in lagi",2
Susah masuk ke akunnya kenapa ya padahal tadinya bisa sekarang malah stuck di halaman awal dan ga masuk ke profilnya,3
Nice,4
Good,5
"Minimal perbaikin server nya, mau upload 2MB aja sampe 5 jam ga kelar kelar",1
"Tolong dong ini setiap mau login kenapa lama banget sinyalnya, tapi pas pindah yutub dan medsos lainnya lancar jaya. Tolong diperbaiki, jangan cuma merespon doang ya pihak development",3
Susah mau masuknya,1
Banyak loker palsu,1
Good job,5
Bermanfaat,5
Apk bisa di andalkan,5
Kenapa saya unggah resume selalu default ya ? File sudah kecil juga dan sudah sesuai,2
"Aplikasi GK real menurut ku ,udh 1 THN cari lamaran di sini sekalipun GK ada tanggapan haduhh",1
"Saat ini aplikasinya sedang tidak bisa digunakan atau bagaimana, kok mau login tidak bisa padahal sudah masukkan email dan sandi dengan benar hanya ngefrezze saja, dengan notif menampilkan lmaran pekerjaan sesuai profil",2
jangan gampang percaya dapet loker di apk ini karena masih banyak yang nipu tolong developer di filterisasi info lowongan kerja nya,1
"Maaf nih buat aplikasi kalau kasih kerjaan yang bener dong masa pekerjaan penipu di masukin ke aplikasi,kita tuh kerja buat cari uang bukan buat di mintain uang,nih buat nama yang bikinin loker FNB(apply.hikarusushi) dan skrng banyak banget pelamar di tebet dan itu di mintain duit sebesar 1jt,tolong dong kan kasihan buat orang yang udh ngasih duit tapi ga langsung kerja atau ttd kontrak.tolong dong buat apk jobstreet buat loker yang lebih jelas jangan ada penipuan,TERIMAKASIH 🙏",1
Gak pernah ada respon kalo apply di sini.,1
Lokernya gk ada respone,1
Pas kirim Lamaran Ada masalah Maaf tidak bisa melamar karna Belum atur negara .lah padahal udah gw atur. Mohon respons,4
"udah berkali kali mencoba login, kaga bisa",1
Sangat membantu mendapatkan pekerjaan.,5
Sy sdh banyak mengirim lamaran melalui aplikasi ini sampe sekarang gak ada info gagal atau tidak nya yg ada panggilan palsu ke ruko ruko bukan ke PT langsung. Aplikasi tidak meyakinkan.,1
Semua aplikasi pencari kerja saat ini adalah aplikasi pencari uang yg menipu orang yg benar benar membutuhkan pekerjaan,1
Setelah diupdate tidak bisa log in ke akun yang sebelumnya. hanya stuck.,1
"Banyak penipuan najisss, penyedia aplikasi ga bisa filter perusahaan yang bener?penipuan semua isinya NAJISSSS",1
Tuhan memberikan saya pekerjaan yang baik melalui aplikasi ini..Thx,5
Mantap Caur :),5
"Kok stelah di update gabisa log in by aplikasi, pasti langsung ke browser, padahal di browser udah masuk, tapi di aplikasi ga masuk terus,",2
"Kocak bener isi nya mafia dapet chat wa bukan nama PT yg dilamar ,untung searching2 dulu di chrome,medsos.ternyata alamatny bodong smua.",1
Tidak bisa login!,1
Pengalaman pakai apliaksi jobstreet bnyak lamaran yang gagal boro2 di liat HR info slalu di tutup bagi kawan2 jgn pakai aplikasi job steet ini ngga guna,1
"Kenapa saya gk bisa login ya? Padahal sudah pakai berbagai akun, google fb daftar baru sama saja tidak bisa login.",1
"Terima kasih jobstreet,",5
Aplikasi sampah banyak penipuan lowongan kerja dasar apk sampah,1
Gimana ini jobstreet...lowongan sudah kedaluarsa masih dipasang aja...tolong yang bener dong klo pasang iklan lowongan pekerjaan...bukan lowongan hoax Banyak lamaran kerja yg saya lamar...rata2 lowongan sdh kedaluwarsa....sebagai pencari kerja terua terang saya kecewa... Iklan lowongan & rekomendasi pekerjaanmu Palsu ternyata...,1
"Yang dicari lokasi tangerang, yang muncul jakarta.. Hahaha lucu",1
Kalo masih SMA bisa ga ya 😌😌,5
"Sangat membantu, bagi pencari kerja",5
Semoga bisa dapat pekerjaan disini,5
Belum ada panggilan kerja yang memuaskan,3
Di update malah logout dan gak bisa login lagi.,1
Terimakasih kepada aplikasi jobstreet dapat berguna untuk mencari lowongan pekerjaan,5
Akhir Akhir Ini jobstret Kenapa ya saya ada akun Tapi Tiba Tiba keluar sendiri pas saya masukin lagi Selalu GA bisa Dan keluarnya begini tlong dibantu,3
Tolong diperbaikin lagi lowongan kerja banyakan penipu saya adalah korban atas nama pt minta uang ke saya,1
"3 Dulu, Mau Mencoba Lagi Mencari Pekerjaan Lewat Jobstreet. Masih Banyak Loker Loker Bodong Yg Harus Nya Di Seleksi Dari Aplikasi Sebelum Di Siarankan Menerima Lowongan Kerja Jangan Asal Acc Dan Gaada Kejelasaan Dari Loker² Palsu Itu Masih Banyak Yg Minta Uang Diawal Pas Interview",3
"JOBSTREET BEKERJA SAMA DENGAN KOMPLOTAN PENIPU PENCAKER DENGAN MENERIMA PERECRUITAN ANONIM DAN PERUSAHAAN YG TIDAK TERVERIFIKASI . JADI KALIAN HARUS HATI-HATI ! JIKA PIHAK JOBSTREET TIDAK TER AFILIASI DENGAN MEREKA LANGSUNG TINDAK DAN BERIKAN SYARAT YG JELAS UNTUK PARA PERECRUIT ! JANGAN NUNGGU DIKIT2 DI SURUH LAPOR,TAPI TIDAK DI TINDAK TEGAS KARNA BAGIAN DARI JOBSREET .",1
"Tolong diperbaiki lagi karena nulis pengalaman kalo Wiraswasta, tidak bisa ditulis nama perusahaan pribadi, dan di bagian lisensi kalo nulis Mini Bootcamp tidak ada, selain itu tidak bisa upload bukti Sertifikat di bagian Lisensi.",5
Ok,5
"Saya gak saranin kalian nyari kerja disini karena sekarang banyak banget perusahaan bodong di sini dan saya sudah tertipu beberapa kali, pokonya buat kalian yang lagi nyari kerja tolong di cek dengan jelas alamat perusahaan nya",3
"Jobstreet merupakan aplikasi terbaik yang selama ini menemaniku dalam meniti dan merintis karir. Tanpa mengurangi rasa Hormat saya, Terima kasih yang sebesar-besarnya pada seluruh pihak Jobstreet. Is The Best Application",5
apk penipuan ga terjamin,1
"Pengalaman saya bekerja di bidang purniture perna di bagian sopa,sepringbed,minimalis sebagai sales marketing",5
"Saran, tolong ditambah opsi filter rentang pengalaman.",4
Ok,5
Aplikasi susah dipake,1
Saya minta tolong infonya yg akurat dan terpercaya masalah informasi lowongan pekerjaan supir di perusahaan Pekanbaru Riau cukup terima kasih atas infonya yg selama ini semoga bermanfaat dan sukses selalu,5
rekomendasi,5
"APLIKASI PENCARI KERJA KUALITAS BUSUK, SUDAH LAMAR 2 TAHUN PAKAI APLIKASI INI, TANPA ADA SATUPUN YG DI PANGGIL PROSES WAWANCARA, CUMA NGABISIN KUOTA, HABISIN WAKTU SCROL DAN ISI FORMULIR LOWKER",1
"Untuk developer mohon perbaiki apk nya, Saya sudah berusaha login dan setelah memasuki email tidak bisa di klik selanjutnya, aplikasi gak jelas.",1
The best,5
Good,5
"Jangan mau install ni aplikasi karena engga terlalu bantu banget , mending lu cr lewat web official perusahaan nya aja soalnya ni app database lu bisa bocor bakal kena spam wa dr orang lain yang nawarin kerjaan online yg GK jelas. Tolong buat developer nya kok bisa database pelamar bocor? Kecewa",1
Sulit untuk login padahal sudah buat akun. Username sama password sama tpi tdk bisa login mohon di evaluasi,1
Sangat membantu,5
"Baca ya developer jobstreet! Kenapa apk logout tiba2? Saya udh coba kembali login lewat Facebook, baik lwt Chrome di laptop / Chrome di android BISA LOGIN. Tapi kenapa GAK BISA LOGIN lewat Facebook di APK nya? Udh klik ""lanjutkan sebagai Dewa Gede"" tapi malah muncul ""maaf ada kesalahan"" Perbaiki dong aplikasinya! Masa harus bikin akun lagi pake email lain?",1
Nice,3
"Tolol mau sign in, malah diarahin ke web",1
"banyak loker palsu, entah bagaimana sistem verikasi di jobstreet masih banyak penipuan. developer hanya mengandalkan sistem report bukan razia loker palsu.",2
gara' apk ini gw ketipu,1
Semoga ponakan dapat kerjaan,5
"Banyak sekali lowongan kerja palsu, seperti menuliskan benefit yang tidak masuk akal, dan tempat interview rata2 kebanyakan di ruko² tidak jelas, kasian terhadap fresh graduate yang masih awam, tolong di perketat lagi untuk pihak aplikasi.",1
Good...,5
Isi profilnya terlalu sulit dan tidak ada untuk lulusan,2
"terimakasih atas aplikasinya,teknik pertanian padi hasilnya memuaskan,,untuk seluruh rakyat petani padi,,harap dipercepat,,aku yg punya teknik itu,,siap mengajarkan teknik itu dengan waktu singkat,,_+,biarpun anggaran yg cukup besar yg hanya satu kali,,harap dierbandinggkan,dengan hasilnya,,2/25/2500,sampai,2/75/7500,,investasi bukan uang tapi mirip uang,,",5
"Sudah melamar kerja sana sini di jobstreet ga ada kejelasan waktu diterima atau tidaknya, sudah tiga minggu lebih saya tunggu informasi kelanjutan 😌🙏",1
Sejauh pakai apk ini untuk melamar kerja belum pernah dapat panggilan 😭😭,1
"Apply nya gampang, tapi tolong dong difilter lagi, masa lebih banyak lowongan penipuan, palsu dll. Kasian untuk para pencari kerja.",5
"Masukin lamaran 53 perusahaan satupun blom ada yg dipanggil, jgn2 fiktif smua....",1
Sangat membantu buat para pejuang para pencari kerja..terimakasih jobstreet..,5
"Ok, skrg Min, Terima kasih",5
Ketika masuk D jobstreet express pas ngisi alamat tiap hari muter terus. Gimana mau ngelamar. Jobstreet sekarang ga seperti dulu,1
Membantu,5
"Banyak loker bodong hati²,terus di pencarian juga suka gak relevan sama yg kita ketik",1
Banyak loker fiktif. Anonim. Penipuan. Kasian pelamar yang tidak tahu. Lebih diperhatikan selektif dalam menyaring lowongan pekerjaan.,1
Ok,5
"gmn sih katanya terpercaya, tapi gua sering bgt dapet panggilan palsu, tolong dong lebih perketan lagi keamanannya, jangan asal masukin jobs yg gak jelas asalnya, di iklanya bisa bgt bilang terpercaya tapi apaan, loker penipuan masih bejibun bos",3
"Gila, aplikasi gak jelas, susah dapet hasil positif tiap apply lamaran, sekalinya dapet lokasinya kok di ruko bukan perusahaan terkait",1
Alhamdulillah aplikasinya sangat mendukung sekali,5
"Sdh berlangganan puluhan tahun, tp tak pernh sekalipun ada perusahaan yg menerima sy sbgai karywan. Menyesal sekali dg jobstreet ini tdk ada gunanya",1
👍👍👍,5
Nyobain dulu ya.. 🙏😃,4
Terdekat,5
"Cantik she aplikasi nya, sayang loker gak ada respon lambat 🐢, baru di proses 67 Hari 🛌🏿🛌🏿",4
"Terimakasih jobstreet, saya dapat kerja karena jobstreet 🙏🙏🙏",5
Apaan loker isinya penipuan semua loker penipuan di lolosin semua kocak,2
Susah nyari kerja di jobstreet,1
nice,5
"Halo jobstreet, saya sudah lama tidak menggunakan akun disini tetapi kenapa banyak yg menghubungi saya, menawarkan pekerjaan instant dan blg bahwasanya mendapat nomor saya dari database jobstreet. Apakah data saya disebarkan ya?",1
Pernah bekerja di perusahaan PT.maspion 1 selama 11 tahun,5
"Masa aplikasi sekelas jobstreet masih ada penipu lowongan kerja nya, untung pengalaman nya banyak, jadi gak gampang ketipu loker bodong Kok bisa kelolosan loker bodong ke posting di jobstreet? :D",1
Nyaman dan tepat the best resposif,5
"ni gimanasii daritdi mau bikin akun (register) aja gabisa2, tlong lh sistemnya diperbaiki",2
Gak bisa masuk,2
saya mau posting thread tidak bisa terposting,3
Maaf saya tidak bisa buka jobstreet setiap saya register atau masuk ga bisa dan tidak kebuka,1
good,5
Real,5
Minta tolong ku gak enak numpang terus ke orang tua dihina dimaki capek mohon nih aplikasi bantuin gw loker haram juga gua jalanin,1
Sangat bagus,5
Cara mudah untuk mencari lowongan kerja dan langsung dapat melamar,5
Seumur umur pake aplikasi ini belum pernah dapet kerjaan jangan kerjaan dipanggil aja kagak!!,2
Suka,5
Bismillah semoga dapet kerja,5
"Sbenernya bagus cuma saran ku lebh di filter buat loker nya, banyak banget perusahaan bodong yang nawarin loker tapi palsu",1
Bagus memberi info,5
Harusnya loker²penipuwan itu jangan di masukan juga masa iya sekelas jobstreet tida bisa membajak akun²penipu,2
Semoga cepat dapat kerja,5
Sulit,1
"Apk taik banyak loker palsu, loker penipuan, loker ga jelas loker formalitas aja disini banyak loker fiktif",1
Cuma PHP doang,1
Bagus,5
Sangat membantu loker nasional,5
"Pihak yg ngadain event seminar ga ada kelanjutannya soal reward berupa e-wallet, yg katanya harus tunggu sampai h+14 sampe sekarang h+21.. Hahahaha ga amanah yaa",1
"Ga dapet"" kerjaan dari sini",1
Gabisa login loading mulu,1
versi ini lagi banyak bug. gk bisa akses semua menu kecuali home.,1
Makin kesini makin buruk soalnya bnyk loker palsu/bodong,2
"Lowongan expayed, nglamar tak ada pernah ada panggilan apapun",1
Aplikasi yang sangat bermanfaat.,5
Saya sangat senang menggunakan aplikasi ini karena mudah mendapatkan informasi lowongan kerja terbaru dengan mudah,5
saya hanya lulusan sma sederajat pingin masuk kerja di avian apakah bisa dengan hanya pengalaman marketing dan spv,5
Good luck,5
"Ga jelas ,dari dulu Ampe sekarang ga pernah nyangkut ga pernah ada panggilan kerja ,giliran pake aplikasi sebelah baru beneran ada loker ada panggilan",1
"Aplikasi samaph banyak penipu mengatasnamakan perusahan, juga banyk perusahaan fiktif. Developer tomlol cari untung doang, benerin soal persyaratan pembuatan akun juga postingan² info loker nya. Kya gini sya juga bisa jdi HRD modal bayar buat iklhan mengatasnamakan perusahan fiktif.",1
Di perbarui ga bisa log in,3
mmqntap,5
"Loker banyak yang hoax panggilan ruko"" terus kalo dapet",1
sangat informatif..semoga ada lamaran nyantol..,5
Pengalaman kerja di bidang marketing penjualan dan pemasaran juga bagian promosi.,5
"Pada enggak jelas semua,masih banyak calo",1
"Bukannya dapat pekerjaan malah data saya yg tersebar terutama whatsapp, tiba² ditawarin kerja padahal saya tidak apply di perusahaan tsb. Setelah saya cek ternyata perusahaan palsu/penipu",2
"Pendidikan saya saat ini S CINGCAU dan menuju S DAWET,berkat aplikasi ini saya dengan mudah mendapatkan pekerjaan yang sesuai dengan keinginan saya. Terimakasih Jobstreet!",1
bekerja selama 10 tahun dikebun kakao bekerja selama 15 tahun dikebun kelapa sawit sbg asisten tanaman,5
Ok,5
Terlalu banyak penipuan lowongan di apk ini,2
Aplikasi kontil Ngelamar bolak balik gk ada update progressnya Gk pernah dipanggil sekalipun,1
wadah yang baik untuk pencari kerja. Semoga kedepan lebih baik lagi aplikasinya dalam penyediaan tenaga kerja,5
Bagus apk e tapi yaa sulit banget sekarang cari kerja Yaa Allah tolonglah hambamu inii,5
Lokasi pekerjaan tdk sesuai,1
Perna jadi helper welder,5
"Saya mendaftar di perusahaan yg ada di apk ini. Tp setiap ada panggilan tes, selalu perusahaan bodong. Jadi bagaimana ini? Data diri saya sudah saya cantumkan di apk ini malah jadi tersebar ke perusahaan yg tidak jelas!!",1
Aplikasi yang qualified sangat membantu kami dalam mencari kerja.,5
Banyak loker yang palsu dengan beberapa perusahaan di satu alamat yang sama tolong di filter lagi untuk perusahaan yang mau daftar di jobstreet ini untuk developer tolong di lanjuti lagi kasus ini.,1
"Tolong diblokir yg Pemberi pekerjaan yg kantornya di ruko jl Saharjo orang mau cari kerja ya cari duit bukan dimintain duit sama perusahaan bodong yg lainnya jg yg mintain biaya admin, ini itu dll dah",1
"Sangat membantu sekali, pekerjaan pertama saya.. saya dapatkan dari sini. Terimakasih",5
Mantap,5
Sangat membantu,5
Sangat membantu dlm proses mencari pekerjaan,4
Masih banyak perusahaan bodong yg bisa posting loker d aplikasi ini.. Aplikasi ga ada guna,1
Sangat Flexibel,5
