userName,score,at,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label
Pengguna Google,1,2025-01-02 11:37:54,- dgn agunan, dgn agunan,dgn agunan,"['dgn', 'agunan']",dgn agun,negatif
Pengguna Google,5,2025-01-02 11:13:53,"Sejauh ini dengan aplikasi adira cukup membantu, ga usah ribet"" keluar rumah ...cukup dr rumah jg udah oke bisa byar angsuran",sejauh ini dengan aplikasi adira cukup membantu ga usah ribet keluar rumah cukup dr rumah jg udah oke bisa byar angsuran,aplikasi adira membantu ga ribet rumah dr rumah jg udah oke byar angsuran,"['aplikasi', 'adira', 'membantu', 'ga', 'ribet', 'rumah', 'dr', 'rumah', 'jg', 'udah', 'oke', 'byar', 'angsuran']",aplikasi adira bantu ga ribet rumah dr rumah jg udah oke byar angsur,positif
Pengguna Google,5,2025-01-02 09:06:35,Gampang di mudahkan segala urusan bisa lancar larena eh karena,gampang di mudahkan segala urusan bisa lancar larena eh karena,gampang mudahkan urusan lancar larena eh,"['gampang', 'mudahkan', 'urusan', 'lancar', 'larena', 'eh']",gampang mudah urus lancar larena eh,positif
Pengguna Google,5,2025-01-02 08:00:55,Sangat membantu,sangat membantu,membantu,['membantu'],bantu,positif
Pengguna Google,4,2025-01-02 07:08:04,"Bisa cek angsuran secara berkala dengan sendiri, tetapi biaya admin terlalu besar untuk kaspro",bisa cek angsuran secara berkala dengan sendiri tetapi biaya admin terlalu besar untuk kaspro,cek angsuran berkala biaya admin kaspro,"['cek', 'angsuran', 'berkala', 'biaya', 'admin', 'kaspro']",cek angsur kala biaya admin kaspro,positif
Pengguna Google,1,2025-01-02 02:44:55,Sering nyandat aplikasi saat digunakan,sering nyandat aplikasi saat digunakan,nyandat aplikasi,"['nyandat', 'aplikasi']",nyandat aplikasi,negatif
Pengguna Google,5,2025-01-01 20:44:05,Memudahkan untuk membayar angsuran,memudahkan untuk membayar angsuran,memudahkan membayar angsuran,"['memudahkan', 'membayar', 'angsuran']",mudah bayar angsur,positif
Pengguna Google,5,2025-01-01 15:21:38,Sangat membantu untuk transaksi bayar angsuran,sangat membantu untuk transaksi bayar angsuran,membantu transaksi bayar angsuran,"['membantu', 'transaksi', 'bayar', 'angsuran']",bantu transaksi bayar angsur,positif
Pengguna Google,5,2025-01-01 15:06:21,Saya baru masuk,saya baru masuk,masuk,['masuk'],masuk,positif
Pengguna Google,5,2025-01-01 12:07:46,ok,ok,ok,['ok'],ok,positif
Pengguna Google,5,2025-01-01 11:18:24,Mantap,mantap,mantap,['mantap'],mantap,positif
Pengguna Google,5,2025-01-01 11:02:26,bagus,bagus,bagus,['bagus'],bagus,positif
Pengguna Google,4,2025-01-01 11:01:34,Tingkatkan,tingkatkan,tingkatkan,['tingkatkan'],tingkat,positif
Pengguna Google,5,2025-01-01 09:31:58,"Aplikasi sudah bagus,kontrak sudah tertera dan mudah di gunakan",aplikasi sudah baguskontrak sudah tertera dan mudah di gunakan,aplikasi baguskontrak tertera mudah,"['aplikasi', 'baguskontrak', 'tertera', 'mudah']",aplikasi baguskontrak tera mudah,positif
Pengguna Google,5,2025-01-01 09:19:30,Ok,ok,ok,['ok'],ok,positif
Pengguna Google,1,2025-01-01 08:02:34,Ini kenapaa saya tidak bisa membayar angsuran di apk adiraku biasanya bisa apa sedang off sistemnya?,ini kenapaa saya tidak bisa membayar angsuran di apk adiraku biasanya bisa apa sedang off sistemnya,kenapaa membayar angsuran apk adiraku off sistemnya,"['kenapaa', 'membayar', 'angsuran', 'apk', 'adiraku', 'off', 'sistemnya']",kenapaa bayar angsur apk adiraku off sistem,negatif
Pengguna Google,5,2024-12-31 15:35:55,mantap,mantap,mantap,['mantap'],mantap,positif
Pengguna Google,5,2024-12-31 14:41:46,"Keren selalu ada potongan dari poin poin adira, terbantu dgn diskonan xiXi",keren selalu ada potongan dari poin poin adira terbantu dgn diskonan xixi,keren potongan poin poin adira terbantu dgn diskonan xixi,"['keren', 'potongan', 'poin', 'poin', 'adira', 'terbantu', 'dgn', 'diskonan', 'xixi']",keren potong poin poin adira bantu dgn diskon xixi,positif
Pengguna Google,5,2024-12-31 14:38:34,Good,good,good,['good'],good,positif
Pengguna Google,1,2024-12-31 14:21:04,"Tukar poin dj diskon akhir tahun selalu gagal,",tukar poin dj diskon akhir tahun selalu gagal,tukar poin dj diskon gagal,"['tukar', 'poin', 'dj', 'diskon', 'gagal']",tukar poin dj diskon gagal,negatif
Pengguna Google,1,2024-12-31 11:27:46,"Top up Kaspro saldo gak masuk - masuk, disuruh nunggu 1x24 jam, udah 1x24 jam disuruh upgrade premium, udah upgrade suruh nunggu lagi 1x24 jam. Jadi bikin telat bayar, terus masih didenda 😤",top up kaspro saldo gak masuk  masuk disuruh nunggu 1x24 jam udah 1x24 jam disuruh upgrade premium udah upgrade suruh nunggu lagi 1x24 jam jadi bikin telat bayar terus masih didenda ,top up kaspro saldo gak masuk masuk disuruh nunggu 1x24 jam udah 1x24 jam disuruh upgrade premium udah upgrade suruh nunggu 1x24 jam bikin telat bayar didenda,"['top', 'up', 'kaspro', 'saldo', 'gak', 'masuk', 'masuk', 'disuruh', 'nunggu', '1x24', 'jam', 'udah', '1x24', 'jam', 'disuruh', 'upgrade', 'premium', 'udah', 'upgrade', 'suruh', 'nunggu', '1x24', 'jam', 'bikin', 'telat', 'bayar', 'didenda']",top up kaspro saldo gak masuk masuk suruh nunggu 1x24 jam udah 1x24 jam suruh upgrade premium udah upgrade suruh nunggu 1x24 jam bikin telat bayar denda,negatif
Pengguna Google,5,2024-12-31 10:28:53,Mudah dan aman sayangnya ga pernah dapat undian,mudah dan aman sayangnya ga pernah dapat undian,mudah aman sayangnya ga undian,"['mudah', 'aman', 'sayangnya', 'ga', 'undian']",mudah aman sayang ga undi,positif
Pengguna Google,5,2024-12-31 07:41:52,Lebih gampang dan praktis buat pembayaran,lebih gampang dan praktis buat pembayaran,gampang praktis pembayaran,"['gampang', 'praktis', 'pembayaran']",gampang praktis bayar,positif
Pengguna Google,1,2024-12-31 02:34:54,"debt collector cabang batam, suka ancam ancam nasabah, menghina, memaki, meskipun telat 1-10hari,. jangan ada yang mau ke lising ini, sebaiknya cari lising bank bumn saja",debt collector cabang batam suka ancam ancam nasabah menghina memaki meskipun telat 110hari jangan ada yang mau ke lising ini sebaiknya cari lising bank bumn saja,debt collector cabang batam suka ancam ancam nasabah menghina memaki telat 110hari lising cari lising bank bumn,"['debt', 'collector', 'cabang', 'batam', 'suka', 'ancam', 'ancam', 'nasabah', 'menghina', 'memaki', 'telat', '110hari', 'lising', 'cari', 'lising', 'bank', 'bumn']",debt collector cabang batam suka ancam ancam nasabah hina maki telat 110hari lising cari lising bank bumn,negatif
Pengguna Google,1,2024-12-30 20:15:59,"Aplikasi pembodohan ,",aplikasi pembodohan ,aplikasi pembodohan,"['aplikasi', 'pembodohan']",aplikasi bodoh,negatif
Pengguna Google,5,2024-12-30 19:55:22,Transaksi sangat cepat gak ribet,transaksi sangat cepat gak ribet,transaksi cepat gak ribet,"['transaksi', 'cepat', 'gak', 'ribet']",transaksi cepat gak ribet,positif
Pengguna Google,5,2024-12-30 19:30:56,Proses pengajuan kredit lewat aplikasi ini langsung direspon cepat,proses pengajuan kredit lewat aplikasi ini langsung direspon cepat,proses pengajuan kredit aplikasi langsung direspon cepat,"['proses', 'pengajuan', 'kredit', 'aplikasi', 'langsung', 'direspon', 'cepat']",proses aju kredit aplikasi langsung direspon cepat,positif
Pengguna Google,5,2024-12-30 16:20:15,Good,good,good,['good'],good,positif
Pengguna Google,5,2024-12-30 13:35:16,Sangat terbantu dan luar biasa,sangat terbantu dan luar biasa,terbantu,['terbantu'],bantu,positif
Pengguna Google,5,2024-12-30 12:08:28,👍,,,[],,positif
Pengguna Google,1,2024-12-30 12:04:48,Penukaran poin promo selalu gagal di proses💀,penukaran poin promo selalu gagal di proses,penukaran poin promo gagal proses,"['penukaran', 'poin', 'promo', 'gagal', 'proses']",tukar poin promo gagal proses,negatif
Pengguna Google,5,2024-12-29 18:13:05,Mantul tp kenapa setiap topup pasti di potong 3000,mantul tp kenapa setiap topup pasti di potong 3000,mantul tp topup potong 3000,"['mantul', 'tp', 'topup', 'potong', '3000']",mantul tp topup potong 3000,positif
Pengguna Google,5,2024-12-29 15:39:44,Bagus,bagus,bagus,['bagus'],bagus,positif
Pengguna Google,5,2024-12-29 12:01:47,Bagus dan banyak fitur,bagus dan banyak fitur,bagus fitur,"['bagus', 'fitur']",bagus fitur,positif
Pengguna Google,5,2024-12-29 10:42:10,Bagus dan mudah,bagus dan mudah,bagus mudah,"['bagus', 'mudah']",bagus mudah,positif
Pengguna Google,5,2024-12-29 08:59:32,Terbalik,terbalik,terbalik,['terbalik'],balik,positif
Pengguna Google,5,2024-12-29 08:27:26,"Terimakasih adiraku, update dan penggunaan layanannya sangat memuaskan banget, sat set beres dah.",terimakasih adiraku update dan penggunaan layanannya sangat memuaskan banget sat set beres dah,terimakasih adiraku update penggunaan layanannya memuaskan banget sat set beres dah,"['terimakasih', 'adiraku', 'update', 'penggunaan', 'layanannya', 'memuaskan', 'banget', 'sat', 'set', 'beres', 'dah']",terimakasih adiraku update guna layan muas banget sat set beres dah,positif
Pengguna Google,1,2024-12-28 15:40:11,"Aplikasinya lemot bgt dan biaya adminnya kebanyakan. Top up kepotong admin, pas byar angsuran admin jga. Hadeeeuuhhh",aplikasinya lemot bgt dan biaya adminnya kebanyakan top up kepotong admin pas byar angsuran admin jga hadeeeuuhhh,aplikasinya lemot bgt biaya adminnya kebanyakan top up kepotong admin pas byar angsuran admin jga hadeeeuuhhh,"['aplikasinya', 'lemot', 'bgt', 'biaya', 'adminnya', 'kebanyakan', 'top', 'up', 'kepotong', 'admin', 'pas', 'byar', 'angsuran', 'admin', 'jga', 'hadeeeuuhhh']",aplikasi lot bgt biaya adminnya banyak top up potong admin pas byar angsur admin jga hadeeeuuhhh,negatif
Pengguna Google,1,2024-12-28 15:18:07,"Aplikasi super tolol, udah di masukin no ktp tetep ga bisa-bisa, hapus aja aplikasi ga guna",aplikasi super tolol udah di masukin no ktp tetep ga bisabisa hapus aja aplikasi ga guna,aplikasi super tolol udah masukin no ktp tetep ga bisabisa hapus aja aplikasi ga,"['aplikasi', 'super', 'tolol', 'udah', 'masukin', 'no', 'ktp', 'tetep', 'ga', 'bisabisa', 'hapus', 'aja', 'aplikasi', 'ga']",aplikasi super tolol udah masukin no ktp tetep ga bisabisa hapus aja aplikasi ga,negatif
Pengguna Google,5,2024-12-28 14:44:13,Good job,good job,good job,"['good', 'job']",good job,positif
Pengguna Google,5,2024-12-28 08:46:55,Mantap,mantap,mantap,['mantap'],mantap,positif
Pengguna Google,5,2024-12-28 06:00:46,Applikasi nya Bagus sangat mempermudah pelanggan,applikasi nya bagus sangat mempermudah pelanggan,applikasi nya bagus mempermudah pelanggan,"['applikasi', 'nya', 'bagus', 'mempermudah', 'pelanggan']",applikasi nya bagus mudah langgan,positif
Pengguna Google,5,2024-12-28 05:49:35,Bagus dan sangat membantu sekali,bagus dan sangat membantu sekali,bagus membantu,"['bagus', 'membantu']",bagus bantu,positif
Pengguna Google,5,2024-12-28 04:57:49,Good,good,good,['good'],good,positif
Pengguna Google,5,2024-12-27 20:30:52,Good job,good job,good job,"['good', 'job']",good job,positif
Pengguna Google,5,2024-12-27 16:41:20,Ok,ok,ok,['ok'],ok,positif
Pengguna Google,5,2024-12-27 15:07:12,Good,good,good,['good'],good,positif
Pengguna Google,1,2024-12-27 12:07:45,"Flash salenya cuma tipuan semata stiap kali gau tukarin poin tidak pernah berhasil, gagal trus, padahal stok masih ada, aku log in tepat waktu pukul 13.00 tapi tetap ajha tdk bisa di tukar, dasar penipu, klau GK niat ngasih GK usah buat event flas sale gtu. Apk taiiiiiiiiii GK guna sumpah",flash salenya cuma tipuan semata stiap kali gau tukarin poin tidak pernah berhasil gagal trus padahal stok masih ada aku log in tepat waktu pukul 1300 tapi tetap ajha tdk bisa di tukar dasar penipu klau gk niat ngasih gk usah buat event flas sale gtu apk taiiiiiiiiii gk guna sumpah,flash salenya tipuan stiap kali gau tukarin poin berhasil gagal trus stok log in 1300 ajha tdk tukar dasar penipu klau gk niat ngasih gk event flas sale gtu apk taiiiiiiiiii gk sumpah,"['flash', 'salenya', 'tipuan', 'stiap', 'kali', 'gau', 'tukarin', 'poin', 'berhasil', 'gagal', 'trus', 'stok', 'log', 'in', '1300', 'ajha', 'tdk', 'tukar', 'dasar', 'penipu', 'klau', 'gk', 'niat', 'ngasih', 'gk', 'event', 'flas', 'sale', 'gtu', 'apk', 'taiiiiiiiiii', 'gk', 'sumpah']",flash sale tipu stiap kali gau tukarin poin hasil gagal trus stok log in 1300 ajha tdk tukar dasar tipu klau gk niat ngasih gk event flas sale gtu apk taiiiiiiiiii gk sumpah,negatif
Pengguna Google,5,2024-12-27 11:42:41,"Mudah untuk melakukan pembayaran., Tapi sayang Aplikasinya Lemot., Yaa sementara aplikasi ini sangat Baik ,🙏👍",mudah untuk melakukan pembayaran tapi sayang aplikasinya lemot yaa sementara aplikasi ini sangat baik ,mudah pembayaran sayang aplikasinya lemot yaa aplikasi,"['mudah', 'pembayaran', 'sayang', 'aplikasinya', 'lemot', 'yaa', 'aplikasi']",mudah bayar sayang aplikasi lot yaa aplikasi,positif
Pengguna Google,2,2024-12-27 07:22:00,Kepana point adira tidak bisa di pakai untuk pemotongan angsuran,kepana point adira tidak bisa di pakai untuk pemotongan angsuran,kepana point adira pakai pemotongan angsuran,"['kepana', 'point', 'adira', 'pakai', 'pemotongan', 'angsuran']",pana point adira pakai potong angsur,negatif
Pengguna Google,5,2024-12-27 05:53:18,Mantappp,mantappp,mantappp,['mantappp'],mantappp,positif
Pengguna Google,5,2024-12-27 05:52:43,Good very well,good very well,good very well,"['good', 'very', 'well']",good very well,positif
Pengguna Google,5,2024-12-26 19:24:11,Membantu,membantu,membantu,['membantu'],bantu,positif
Pengguna Google,5,2024-12-26 14:51:00,Mantap dan sangat membantu tidak ribet jg di saat pelunasan bpkb,mantap dan sangat membantu tidak ribet jg di saat pelunasan bpkb,mantap membantu ribet jg pelunasan bpkb,"['mantap', 'membantu', 'ribet', 'jg', 'pelunasan', 'bpkb']",mantap bantu ribet jg lunas bpkb,positif
Pengguna Google,1,2024-12-26 11:15:10,"hati"" deh,jgan pernah ngajuin kredit disini,nyekik banget,apalagi kalau pelunasan,tambah nyekik lagi,gak tau rumus perhitungannya gimana,tapi ini udah kaya rentenir berkedok Finance,Gue salah satu nasabah yg ngalamin",hati dehjgan pernah ngajuin kredit disininyekik bangetapalagi kalau pelunasantambah nyekik lagigak tau rumus perhitungannya gimanatapi ini udah kaya rentenir berkedok financegue salah satu nasabah yg ngalamin,hati dehjgan ngajuin kredit disininyekik bangetapalagi pelunasantambah nyekik lagigak tau rumus perhitungannya gimanatapi udah kaya rentenir berkedok financegue salah nasabah yg ngalamin,"['hati', 'dehjgan', 'ngajuin', 'kredit', 'disininyekik', 'bangetapalagi', 'pelunasantambah', 'nyekik', 'lagigak', 'tau', 'rumus', 'perhitungannya', 'gimanatapi', 'udah', 'kaya', 'rentenir', 'berkedok', 'financegue', 'salah', 'nasabah', 'yg', 'ngalamin']",hati dehjgan ngajuin kredit disininyekik bangetapalagi pelunasantambah nyekik lagigak tau rumus hitung gimanatapi udah kaya rentenir kedok financegue salah nasabah yg ngalamin,negatif
Pengguna Google,5,2024-12-26 06:32:22,Aplikasinya terlalu lalot bang,aplikasinya terlalu lalot bang,aplikasinya lalot bang,"['aplikasinya', 'lalot', 'bang']",aplikasi lalot bang,positif
Pengguna Google,5,2024-12-26 01:06:25,Sangat membantu men konsumen,sangat membantu men konsumen,membantu men konsumen,"['membantu', 'men', 'konsumen']",bantu men konsumen,positif
Pengguna Google,5,2024-12-25 14:52:56,Nicee,nicee,nicee,['nicee'],nicee,positif
Pengguna Google,1,2024-12-25 06:12:08,"Aplikasi bego,keluar masuk mulu,lg proses pembayaran jg mesti keluar masuk. Upgrade dong woy ini udh mau tahun 2025. Gw saranin yg blm instal mending jangan dri pada bikin emosi ,salam akal waras.",aplikasi begokeluar masuk mululg proses pembayaran jg mesti keluar masuk upgrade dong woy ini udh mau tahun 2025 gw saranin yg blm instal mending jangan dri pada bikin emosi salam akal waras,aplikasi begokeluar masuk mululg proses pembayaran jg mesti masuk upgrade woy udh 2025 gw saranin yg blm instal mending dri bikin emosi salam akal waras,"['aplikasi', 'begokeluar', 'masuk', 'mululg', 'proses', 'pembayaran', 'jg', 'mesti', 'masuk', 'upgrade', 'woy', 'udh', '2025', 'gw', 'saranin', 'yg', 'blm', 'instal', 'mending', 'dri', 'bikin', 'emosi', 'salam', 'akal', 'waras']",aplikasi begokeluar masuk mululg proses bayar jg mesti masuk upgrade woy udh 2025 gw saranin yg blm instal mending dri bikin emosi salam akal waras,negatif
Pengguna Google,5,2024-12-24 22:08:53,Pinjam dana modal osaha,pinjam dana modal osaha,pinjam dana modal osaha,"['pinjam', 'dana', 'modal', 'osaha']",pinjam dana modal osaha,positif
Pengguna Google,4,2024-12-24 21:20:42,"Akses mudah, penggunaan juga mudah",akses mudah penggunaan juga mudah,akses mudah penggunaan mudah,"['akses', 'mudah', 'penggunaan', 'mudah']",akses mudah guna mudah,positif
Pengguna Google,5,2024-12-24 16:18:41,Bagus dan murah,bagus dan murah,bagus murah,"['bagus', 'murah']",bagus murah,positif
Pengguna Google,5,2024-12-24 16:09:59,Sangat membatu untuk membayar angsuran,sangat membatu untuk membayar angsuran,membatu membayar angsuran,"['membatu', 'membayar', 'angsuran']",batu bayar angsur,positif
Pengguna Google,5,2024-12-24 15:53:45,Cukup praktis Good job Nice app,cukup praktis good job nice app,praktis good job nice app,"['praktis', 'good', 'job', 'nice', 'app']",praktis good job nice app,positif
Pengguna Google,5,2024-12-24 14:11:46,Simple,simple,simple,['simple'],simple,positif
Pengguna Google,1,2024-12-24 13:22:26,"Saran dan masukan, hari ini tanggal 24 desember 2024 jam 13.00 wib saya mau mengambil BPKP di kantor adira Palangka Raya, ternyata setiba di kantor jam pelayanan BPKP ditutup sampai jam 11.30 wib tanpa memberitahukan informasi perubahan jam pelayanan kepada pihak konsumen, lain kali kalau ada perubahan jam pelayanan tolong di informasi kepada pihak konsumen.",saran dan masukan hari ini tanggal 24 desember 2024 jam 1300 wib saya mau mengambil bpkp di kantor adira palangka raya ternyata setiba di kantor jam pelayanan bpkp ditutup sampai jam 1130 wib tanpa memberitahukan informasi perubahan jam pelayanan kepada pihak konsumen lain kali kalau ada perubahan jam pelayanan tolong di informasi kepada pihak konsumen,saran masukan tanggal 24 desember 2024 jam 1300 wib mengambil bpkp kantor adira palangka raya kantor jam pelayanan bpkp ditutup jam 1130 wib memberitahukan informasi perubahan jam pelayanan konsumen kali perubahan jam pelayanan tolong informasi konsumen,"['saran', 'masukan', 'tanggal', '24', 'desember', '2024', 'jam', '1300', 'wib', 'mengambil', 'bpkp', 'kantor', 'adira', 'palangka', 'raya', 'kantor', 'jam', 'pelayanan', 'bpkp', 'ditutup', 'jam', '1130', 'wib', 'memberitahukan', 'informasi', 'perubahan', 'jam', 'pelayanan', 'konsumen', 'kali', 'perubahan', 'jam', 'pelayanan', 'tolong', 'informasi', 'konsumen']",saran masuk tanggal 24 desember 2024 jam 1300 wib ambil bpkp kantor adira palangka raya kantor jam layan bpkp tutup jam 1130 wib memberitahukan informasi ubah jam layan konsumen kali ubah jam layan tolong informasi konsumen,negatif
Pengguna Google,4,2024-12-24 11:09:28,Sangat lemot,sangat lemot,lemot,['lemot'],lot,positif
Pengguna Google,5,2024-12-24 10:55:54,good,good,good,['good'],good,positif
Pengguna Google,5,2024-12-24 10:07:15,sangat mudah dan cepat,sangat mudah dan cepat,mudah cepat,"['mudah', 'cepat']",mudah cepat,positif
Pengguna Google,5,2024-12-24 09:45:37,"Aplikasi ini mudah di gunakan dan mempermudah dalam pembayaran angsuran,pembyran kita otomatis muncul di riwayat pembyran,,pengajuan dana multiguna.pokoknya aplikasi ini mantap.",aplikasi ini mudah di gunakan dan mempermudah dalam pembayaran angsuranpembyran kita otomatis muncul di riwayat pembyranpengajuan dana multigunapokoknya aplikasi ini mantap,aplikasi mudah mempermudah pembayaran angsuranpembyran otomatis muncul riwayat pembyranpengajuan dana multigunapokoknya aplikasi mantap,"['aplikasi', 'mudah', 'mempermudah', 'pembayaran', 'angsuranpembyran', 'otomatis', 'muncul', 'riwayat', 'pembyranpengajuan', 'dana', 'multigunapokoknya', 'aplikasi', 'mantap']",aplikasi mudah mudah bayar angsuranpembyran otomatis muncul riwayat pembyranpengajuan dana multigunapokoknya aplikasi mantap,positif
Pengguna Google,5,2024-12-24 09:32:37,Membantu sekali,membantu sekali,membantu,['membantu'],bantu,positif
Pengguna Google,5,2024-12-24 07:55:54,Mantap,mantap,mantap,['mantap'],mantap,positif
Pengguna Google,5,2024-12-24 00:15:50,Bagus,bagus,bagus,['bagus'],bagus,positif
Pengguna Google,5,2024-12-23 19:57:49,Praktis,praktis,praktis,['praktis'],praktis,positif
Pengguna Google,4,2024-12-23 17:33:16,Sedang mencoba jika membantu nanti tak kasih bintang tujuh... Semangat,sedang mencoba jika membantu nanti tak kasih bintang tujuh semangat,mencoba membantu kasih bintang tujuh semangat,"['mencoba', 'membantu', 'kasih', 'bintang', 'tujuh', 'semangat']",coba bantu kasih bintang tujuh semangat,positif
