score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed
5,"pas kesana hari sabtu kebetulan lagi ada tugas dari sekolah bikin vlog di museum batik, tiket seharga 3 ribu anak anak,7 ribu umum,20 ribu mancanegara kalo ga salah lupa nge foto soal nya,rame banget soal e ada anak anak sd lagi bikin batik cap dan pengunjung lain nya yang bikin video juga di sana,banyak batik beraneka ragam dari pekalongan,batik pesisir dll bagus buat orang yng pengen tau tentang batik itu apa aja dan gimana cara buat nya??????",pas kesana hari sabtu kebetulan lagi ada tugas dari sekolah bikin vlog di museum batik tiket seharga 3 ribu anak anak7 ribu umum20 ribu mancanegara kalo ga salah lupa nge foto soal nyarame banget soal e ada anak anak sd lagi bikin batik cap dan pengunjung lain nya yang bikin video juga di sanabanyak batik beraneka ragam dari pekalonganbatik pesisir dll bagus buat orang yng pengen tau tentang batik itu apa aja dan gimana cara buat nya,pas kesana sabtu tugas sekolah bikin vlog museum batik tiket seharga 3 ribu anak anak7 ribu umum20 ribu mancanegara kalo ga salah lupa nge foto nyarame banget e anak anak sd bikin batik cap pengunjung nya bikin video sanabanyak batik beraneka ragam pekalonganbatik pesisir dll bagus orang yng pengen tau batik aja gimana nya,"['pas', 'kesana', 'sabtu', 'tugas', 'sekolah', 'bikin', 'vlog', 'museum', 'batik', 'tiket', 'seharga', '3', 'ribu', 'anak', 'anak7', 'ribu', 'umum20', 'ribu', 'mancanegara', 'kalo', 'ga', 'salah', 'lupa', 'nge', 'foto', 'nyarame', 'banget', 'e', 'anak', 'anak', 'sd', 'bikin', 'batik', 'cap', 'pengunjung', 'nya', 'bikin', 'video', 'sanabanyak', 'batik', 'beraneka', 'ragam', 'pekalonganbatik', 'pesisir', 'dll', 'bagus', 'orang', 'yng', 'pengen', 'tau', 'batik', 'aja', 'gimana', 'nya']",pas kesana sabtu tugas sekolah bikin vlog museum batik tiket harga 3 ribu anak anak7 ribu umum20 ribu mancanegara kalo ga salah lupa nge foto nyarame banget e anak anak sd bikin batik cap unjung nya bikin video sanabanyak batik aneka ragam pekalonganbatik pesisir dll bagus orang yng ken tau batik aja gimana nya
5,"Tempatnya sangat menarik karena mereka me-showcase batik2 yang bermotif beda2, ada yang ungu, coklat, biru dan lain lainnya, juga didalam ada taman kecil. Walaupun tidak banyak untuk dilihat, paling 15 atau 25 menit sudah cukup untuk melihat semuanya, tetapi infomasinya sangat lengkap mulai dari tanggal dibuatnya dan tempat dibuatnya. Orang2nya baik dan ramah juga. Kalo ke pekalongan harus kesini!",tempatnya sangat menarik karena mereka meshowcase batik2 yang bermotif beda2 ada yang ungu coklat biru dan lain lainnya juga didalam ada taman kecil walaupun tidak banyak untuk dilihat paling 15 atau 25 menit sudah cukup untuk melihat semuanya tetapi infomasinya sangat lengkap mulai dari tanggal dibuatnya dan tempat dibuatnya orang2nya baik dan ramah juga kalo ke pekalongan harus kesini,tempatnya menarik meshowcase batik2 bermotif beda2 ungu coklat biru didalam taman 15 25 menit infomasinya lengkap tanggal orang2nya ramah kalo pekalongan kesini,"['tempatnya', 'menarik', 'meshowcase', 'batik2', 'bermotif', 'beda2', 'ungu', 'coklat', 'biru', 'didalam', 'taman', '15', '25', 'menit', 'infomasinya', 'lengkap', 'tanggal', 'orang2nya', 'ramah', 'kalo', 'pekalongan', 'kesini']",tempat tarik meshowcase batik2 motif beda2 ungu coklat biru dalam taman 15 25 menit infomasinya lengkap tanggal orang2nya ramah kalo kalong kesini
5,"Museum yang harus dikunjungi jika lewat kota Pekalongan, tempat nya di kota, koleksi batiknya bagus bagus dan keren apalagi model dan warnanya mantap, ada sejarah batik, alat alat membatik, bahan bahan membatik dan koleksi dari seluruh batik yang ada di Indonesia maupun mancanegara, gedung nya memanfaatkan gedung tua peninggalan Belanda, disini juga bisa praktik bagaimana membuat batik setelah selesai melihat lihat koleksi dari musium, selamat mencoba... terima kasih",museum yang harus dikunjungi jika lewat kota pekalongan tempat nya di kota koleksi batiknya bagus bagus dan keren apalagi model dan warnanya mantap ada sejarah batik alat alat membatik bahan bahan membatik dan koleksi dari seluruh batik yang ada di indonesia maupun mancanegara gedung nya memanfaatkan gedung tua peninggalan belanda disini juga bisa praktik bagaimana membuat batik setelah selesai melihat lihat koleksi dari musium selamat mencoba terima kasih,museum dikunjungi kota pekalongan nya kota koleksi batiknya bagus bagus keren model warnanya mantap sejarah batik alat alat membatik bahan bahan membatik koleksi batik indonesia mancanegara gedung nya memanfaatkan gedung tua peninggalan belanda praktik batik selesai lihat koleksi musium selamat mencoba terima kasih,"['museum', 'dikunjungi', 'kota', 'pekalongan', 'nya', 'kota', 'koleksi', 'batiknya', 'bagus', 'bagus', 'keren', 'model', 'warnanya', 'mantap', 'sejarah', 'batik', 'alat', 'alat', 'membatik', 'bahan', 'bahan', 'membatik', 'koleksi', 'batik', 'indonesia', 'mancanegara', 'gedung', 'nya', 'memanfaatkan', 'gedung', 'tua', 'peninggalan', 'belanda', 'praktik', 'batik', 'selesai', 'lihat', 'koleksi', 'musium', 'selamat', 'mencoba', 'terima', 'kasih']",museum kunjung kota kalong nya kota koleksi batik bagus bagus keren model warna mantap sejarah batik alat alat batik bahan bahan batik koleksi batik indonesia mancanegara gedung nya manfaat gedung tua tinggal belanda praktik batik selesai lihat koleksi musium selamat coba terima kasih
5,"Museum Batik terletak di kota Pekalongan, letak sangat strategis. Free wifi. Dan setiap ada pengunjung pasti ada tour guide yang akan mendampingi untuk menjelaskan. Terdapat tiga ruang pameran batik yang bisa dikunjungi pengunjung. Selain itu terdapat pula cafe jika ada pengunjung ingin makan dan minum. Di akhir tour, biasanya pengunjung akan diajak membatik diruang workshop. Pengunjung bisa mendapat banyak informasi dengan menonton video di ruang audio visual. Museum Batik sangat patut dikunjungi.",museum batik terletak di kota pekalongan letak sangat strategis free wifi dan setiap ada pengunjung pasti ada tour guide yang akan mendampingi untuk menjelaskan terdapat tiga ruang pameran batik yang bisa dikunjungi pengunjung selain itu terdapat pula cafe jika ada pengunjung ingin makan dan minum di akhir tour biasanya pengunjung akan diajak membatik diruang workshop pengunjung bisa mendapat banyak informasi dengan menonton video di ruang audio visual museum batik sangat patut dikunjungi,museum batik terletak kota pekalongan letak strategis free wifi pengunjung tour guide mendampingi ruang pameran batik dikunjungi pengunjung cafe pengunjung makan minum tour pengunjung diajak membatik diruang workshop pengunjung informasi menonton video ruang audio visual museum batik patut dikunjungi,"['museum', 'batik', 'terletak', 'kota', 'pekalongan', 'letak', 'strategis', 'free', 'wifi', 'pengunjung', 'tour', 'guide', 'mendampingi', 'ruang', 'pameran', 'batik', 'dikunjungi', 'pengunjung', 'cafe', 'pengunjung', 'makan', 'minum', 'tour', 'pengunjung', 'diajak', 'membatik', 'diruang', 'workshop', 'pengunjung', 'informasi', 'menonton', 'video', 'ruang', 'audio', 'visual', 'museum', 'batik', 'patut', 'dikunjungi']",museum batik letak kota kalong letak strategis free wifi unjung tour guide damping ruang pamer batik kunjung unjung cafe unjung makan minum tour unjung ajak batik ruang workshop unjung informasi tonton video ruang audio visual museum batik patut kunjung
5,"Biaya masuk 7k/org
Nmbah ilmu tentang perbatikan dan sejarah ygy
Estetik , kelayakan tempat dan ruangan yg trus  d upgrade ok bgt, dlm nya ada kolam pepohonan yg bikin adem seger
Malah biasa org pklnya sendiri jarang ksini
Wajib bgt ksini ga nyesel",biaya masuk 7korgnmbah ilmu tentang perbatikan dan sejarah ygyestetik  kelayakan tempat dan ruangan yg trus  d upgrade ok bgt dlm nya ada kolam pepohonan yg bikin adem segermalah biasa org pklnya sendiri jarang ksiniwajib bgt ksini ga nyesel,biaya masuk 7korgnmbah ilmu perbatikan sejarah ygyestetik kelayakan ruangan yg trus d upgrade ok bgt dlm nya kolam pepohonan yg bikin adem segermalah org pklnya jarang ksiniwajib bgt ksini ga nyesel,"['biaya', 'masuk', '7korgnmbah', 'ilmu', 'perbatikan', 'sejarah', 'ygyestetik', 'kelayakan', 'ruangan', 'yg', 'trus', 'd', 'upgrade', 'ok', 'bgt', 'dlm', 'nya', 'kolam', 'pepohonan', 'yg', 'bikin', 'adem', 'segermalah', 'org', 'pklnya', 'jarang', 'ksiniwajib', 'bgt', 'ksini', 'ga', 'nyesel']",biaya masuk 7korgnmbah ilmu bati sejarah ygyestetik layak ruang yg trus d upgrade ok bgt dlm nya kolam pohon yg bikin adem segermalah org pklnya jarang ksiniwajib bgt ksini ga nyesel
5,"Museum batik terletak di jalan Jetayu daerah panjang, kota Pekalongan.
Bangunan dari museum batik ini adalah bangunan tua dari jaman Belanda. Namun masih berdiri kokoh dan terawat.
Museum batik ini memamerkan berbagai macam koleksi batik dari batik jaman dulu maupun batik modern.
Koleksi batik yang ada dari berbagai wilayah Jawa, seperti batik Pekalongan, solo, Yogya, Cirebon, dan lain lain
Terdapat juga koleksi batik Nusantara dari Kalimantan, sumatera, Papua dan lain lain.
Museum batik ini juga untuk tempat wisata edukasi budaya.
Fasilitas yang ada antara lain ruang pameran , ruang workshop, Perpustakaan, cafetaria, pusat oleh oleh batik.",museum batik terletak di jalan jetayu daerah panjang kota pekalonganbangunan dari museum batik ini adalah bangunan tua dari jaman belanda namun masih berdiri kokoh dan terawatmuseum batik ini memamerkan berbagai macam koleksi batik dari batik jaman dulu maupun batik modernkoleksi batik yang ada dari berbagai wilayah jawa seperti batik pekalongan solo yogya cirebon dan lain lainterdapat juga koleksi batik nusantara dari kalimantan sumatera papua dan lain lainmuseum batik ini juga untuk tempat wisata edukasi budayafasilitas yang ada antara lain ruang pameran  ruang workshop perpustakaan cafetaria pusat oleh oleh batik,museum batik terletak jalan jetayu daerah kota pekalonganbangunan museum batik bangunan tua jaman belanda berdiri kokoh terawatmuseum batik memamerkan koleksi batik batik jaman batik modernkoleksi batik wilayah jawa batik pekalongan solo yogya cirebon lainterdapat koleksi batik nusantara kalimantan sumatera papua lainmuseum batik wisata edukasi budayafasilitas ruang pameran ruang workshop perpustakaan cafetaria pusat batik,"['museum', 'batik', 'terletak', 'jalan', 'jetayu', 'daerah', 'kota', 'pekalonganbangunan', 'museum', 'batik', 'bangunan', 'tua', 'jaman', 'belanda', 'berdiri', 'kokoh', 'terawatmuseum', 'batik', 'memamerkan', 'koleksi', 'batik', 'batik', 'jaman', 'batik', 'modernkoleksi', 'batik', 'wilayah', 'jawa', 'batik', 'pekalongan', 'solo', 'yogya', 'cirebon', 'lainterdapat', 'koleksi', 'batik', 'nusantara', 'kalimantan', 'sumatera', 'papua', 'lainmuseum', 'batik', 'wisata', 'edukasi', 'budayafasilitas', 'ruang', 'pameran', 'ruang', 'workshop', 'perpustakaan', 'cafetaria', 'pusat', 'batik']",museum batik letak jalan jetayu daerah kota pekalonganbangunan museum batik bangun tua jaman belanda diri kokoh terawatmuseum batik pamer koleksi batik batik jaman batik modernkoleksi batik wilayah jawa batik kalong solo yogya cirebon lainterdapat koleksi batik nusantara kalimantan sumatera papua lainmuseum batik wisata edukasi budayafasilitas ruang pamer ruang workshop pustaka cafetaria pusat batik
5,"Pengetahuan ttg jenis2 batik nusantara. Ada kelas belajar membatik. Tiket masuk dewasa 7rb, anak 3rb",pengetahuan ttg jenis2 batik nusantara ada kelas belajar membatik tiket masuk dewasa 7rb anak 3rb,pengetahuan ttg jenis2 batik nusantara kelas belajar membatik tiket masuk dewasa 7rb anak 3rb,"['pengetahuan', 'ttg', 'jenis2', 'batik', 'nusantara', 'kelas', 'belajar', 'membatik', 'tiket', 'masuk', 'dewasa', '7rb', 'anak', '3rb']",tahu ttg jenis2 batik nusantara kelas ajar batik tiket masuk dewasa 7rb anak 3rb
5,"Seru banget. Harga tiket masuknya gak sampai Rp10.000. Ada tiga ruang pameran dan satu ruang workshop. Harga cendramata terjangkau mulai dari Rp10.000. Lingkungannya enak, adem. Lebih banyak kain yang pakai pewarna kimia tapi gak mengurangi otentiknya. Ada jasa pemandu museum. Buat foto-foto juga bagus.
Semoga lebih banyak lagi museum di Pekalongan",seru banget harga tiket masuknya gak sampai rp10000 ada tiga ruang pameran dan satu ruang workshop harga cendramata terjangkau mulai dari rp10000 lingkungannya enak adem lebih banyak kain yang pakai pewarna kimia tapi gak mengurangi otentiknya ada jasa pemandu museum buat fotofoto juga bagussemoga lebih banyak lagi museum di pekalongan,seru banget harga tiket masuknya gak rp10000 ruang pameran ruang workshop harga cendramata terjangkau rp10000 lingkungannya enak adem kain pakai pewarna kimia gak mengurangi otentiknya jasa pemandu museum fotofoto bagussemoga museum pekalongan,"['seru', 'banget', 'harga', 'tiket', 'masuknya', 'gak', 'rp10000', 'ruang', 'pameran', 'ruang', 'workshop', 'harga', 'cendramata', 'terjangkau', 'rp10000', 'lingkungannya', 'enak', 'adem', 'kain', 'pakai', 'pewarna', 'kimia', 'gak', 'mengurangi', 'otentiknya', 'jasa', 'pemandu', 'museum', 'fotofoto', 'bagussemoga', 'museum', 'pekalongan']",seru banget harga tiket masuk gak rp10000 ruang pamer ruang workshop harga cendramata jangkau rp10000 lingkung enak adem kain pakai warna kimia gak kurang otentik jasa pandu museum fotofoto bagussemoga museum kalong
5,"Letaknya strategis, depan alun-alun. Htm nya murah. Guidenya menjelaskan dengan cukup baik. Bisa belajar membatik juga disini, karena ada workshop nya.",letaknya strategis depan alunalun htm nya murah guidenya menjelaskan dengan cukup baik bisa belajar membatik juga disini karena ada workshop nya,letaknya strategis alunalun htm nya murah guidenya belajar membatik workshop nya,"['letaknya', 'strategis', 'alunalun', 'htm', 'nya', 'murah', 'guidenya', 'belajar', 'membatik', 'workshop', 'nya']",letak strategis alunalun htm nya murah guidenya ajar batik workshop nya
5,"Batik pekalongan tdk diketahui mulai kapan, tapi hampir 70% produksi batik di Indonesia dari pekalongan. Berbeda dari batik solo dan jogja, batik pekalongan senada batik pesisir yang menggunakan motif beragam dan warna yang lebih cerah.
Museum batik pekalongan didirikan pertama 1972 di THR Gd Bintang Merdeka, lalu pindah ke kantor walikota tahun 1990. Kemudian dipindah lagi ke gedung bersejarah tinggalan Belanda di kompleks Jatayu pada tahun 2006. Gedung tua museum  ini dibangun 1902, dan sebagai museum diresmika  Presiden RI pada 12 Juli 2006.
Isi museum sekarang bertambah, mulai dari theatre sejarah batik, koleksi batik se Nusantara, praktikum membuat batik tulis dan batik cap. Batik telah diakui Unesco sejak 2009, dan di museum batik ini juga mendapat penghargaan Best Practises Batik.
Museum ini dikelola @dinparbudpora.pkl @ticpekalongan
Buka setiap hari jam kerja dan HTM sangar murah. Letak di tengah kota pekalongan.",batik pekalongan tdk diketahui mulai kapan tapi hampir 70 produksi batik di indonesia dari pekalongan berbeda dari batik solo dan jogja batik pekalongan senada batik pesisir yang menggunakan motif beragam dan warna yang lebih cerahmuseum batik pekalongan didirikan pertama 1972 di thr gd bintang merdeka lalu pindah ke kantor walikota tahun 1990 kemudian dipindah lagi ke gedung bersejarah tinggalan belanda di kompleks jatayu pada tahun 2006 gedung tua museum  ini dibangun 1902 dan sebagai museum diresmika  presiden ri pada 12 juli 2006isi museum sekarang bertambah mulai dari theatre sejarah batik koleksi batik se nusantara praktikum membuat batik tulis dan batik cap batik telah diakui unesco sejak 2009 dan di museum batik ini juga mendapat penghargaan best practises batikmuseum ini dikelola pkl buka setiap hari jam kerja dan htm sangar murah letak di tengah kota pekalongan,batik pekalongan tdk 70 produksi batik indonesia pekalongan berbeda batik solo jogja batik pekalongan senada batik pesisir motif beragam warna cerahmuseum batik pekalongan didirikan 1972 thr gd bintang merdeka pindah kantor walikota 1990 dipindah gedung bersejarah tinggalan belanda kompleks jatayu 2006 gedung tua museum dibangun 1902 museum diresmika presiden ri 12 juli 2006isi museum bertambah theatre sejarah batik koleksi batik nusantara praktikum batik tulis batik cap batik diakui unesco 2009 museum batik penghargaan best practises batikmuseum dikelola pkl buka jam kerja htm sangar murah letak kota pekalongan,"['batik', 'pekalongan', 'tdk', '70', 'produksi', 'batik', 'indonesia', 'pekalongan', 'berbeda', 'batik', 'solo', 'jogja', 'batik', 'pekalongan', 'senada', 'batik', 'pesisir', 'motif', 'beragam', 'warna', 'cerahmuseum', 'batik', 'pekalongan', 'didirikan', '1972', 'thr', 'gd', 'bintang', 'merdeka', 'pindah', 'kantor', 'walikota', '1990', 'dipindah', 'gedung', 'bersejarah', 'tinggalan', 'belanda', 'kompleks', 'jatayu', '2006', 'gedung', 'tua', 'museum', 'dibangun', '1902', 'museum', 'diresmika', 'presiden', 'ri', '12', 'juli', '2006isi', 'museum', 'bertambah', 'theatre', 'sejarah', 'batik', 'koleksi', 'batik', 'nusantara', 'praktikum', 'batik', 'tulis', 'batik', 'cap', 'batik', 'diakui', 'unesco', '2009', 'museum', 'batik', 'penghargaan', 'best', 'practises', 'batikmuseum', 'dikelola', 'pkl', 'buka', 'jam', 'kerja', 'htm', 'sangar', 'murah', 'letak', 'kota', 'pekalongan']",batik kalong tdk 70 produksi batik indonesia kalong beda batik solo jogja batik kalong nada batik pesisir motif agam warna cerahmuseum batik kalong diri 1972 thr gd bintang merdeka pindah kantor walikota 1990 pindah gedung sejarah tinggal belanda kompleks jatayu 2006 gedung tua museum bangun 1902 museum diresmika presiden ri 12 juli 2006isi museum tambah theatre sejarah batik koleksi batik nusantara praktikum batik tulis batik cap batik aku unesco 2009 museum batik harga best practises batikmuseum kelola pkl buka jam kerja htm sangar murah letak kota kalong
5,"Museum yang biasanya kusam dan sepi,  sangat berbeda jika kita ke Museum Batik Pekalongan. Museum ini dilihat dari luar sangat instagramable,  sangat menarik dan mengundang perhatian. Apalagi jika kita memasuki ruangan akan terkesan dengan arsitektur dan koleksinya.
Berbagai koleksi batik dari beberapa dekade dan sejarah batik tergambar disitu.  Memberikan edukasi tentang batik nusantara dan sejarah batik itu sendiri.
Dalam seminggu ribuan pengunjung berkunjung kesini dan mayoritas pelajar. Mereka belajar membatik yang ditugaskan oleh guru mereka.  Dengan membayar 20.000 , selain membatik mereka bisa membawa pulang hasil karya mereka.
Didalam museum bukan hanya menampilkan koleksi batik saja,  tetapi kita bisa membelinya.  Tersedia juga cafe did as lam untuk memenuhi kebutuhan pengunjung.
Dari tanggal 13 sd 15 November 2018, Museum Batik menjadi lokasi Pagelaran Grand Final Mas dan Mbak Jateng 2018.",museum yang biasanya kusam dan sepi  sangat berbeda jika kita ke museum batik pekalongan museum ini dilihat dari luar sangat instagramable  sangat menarik dan mengundang perhatian apalagi jika kita memasuki ruangan akan terkesan dengan arsitektur dan koleksinyaberbagai koleksi batik dari beberapa dekade dan sejarah batik tergambar disitu  memberikan edukasi tentang batik nusantara dan sejarah batik itu sendiridalam seminggu ribuan pengunjung berkunjung kesini dan mayoritas pelajar mereka belajar membatik yang ditugaskan oleh guru mereka  dengan membayar 20000  selain membatik mereka bisa membawa pulang hasil karya merekadidalam museum bukan hanya menampilkan koleksi batik saja  tetapi kita bisa membelinya  tersedia juga cafe did as lam untuk memenuhi kebutuhan pengunjungdari tanggal 13 sd 15 november 2018 museum batik menjadi lokasi pagelaran grand final mas dan mbak jateng 2018,museum kusam sepi berbeda museum batik pekalongan museum instagramable menarik mengundang perhatian memasuki ruangan terkesan arsitektur koleksinyaberbagai koleksi batik dekade sejarah batik tergambar disitu edukasi batik nusantara sejarah batik sendiridalam seminggu ribuan pengunjung berkunjung kesini mayoritas pelajar belajar membatik ditugaskan guru membayar 20000 membatik membawa pulang hasil karya merekadidalam museum menampilkan koleksi batik membelinya tersedia cafe did as lam memenuhi kebutuhan pengunjungdari tanggal 13 sd 15 november 2018 museum batik lokasi pagelaran grand final mas mbak jateng 2018,"['museum', 'kusam', 'sepi', 'berbeda', 'museum', 'batik', 'pekalongan', 'museum', 'instagramable', 'menarik', 'mengundang', 'perhatian', 'memasuki', 'ruangan', 'terkesan', 'arsitektur', 'koleksinyaberbagai', 'koleksi', 'batik', 'dekade', 'sejarah', 'batik', 'tergambar', 'disitu', 'edukasi', 'batik', 'nusantara', 'sejarah', 'batik', 'sendiridalam', 'seminggu', 'ribuan', 'pengunjung', 'berkunjung', 'kesini', 'mayoritas', 'pelajar', 'belajar', 'membatik', 'ditugaskan', 'guru', 'membayar', '20000', 'membatik', 'membawa', 'pulang', 'hasil', 'karya', 'merekadidalam', 'museum', 'menampilkan', 'koleksi', 'batik', 'membelinya', 'tersedia', 'cafe', 'did', 'as', 'lam', 'memenuhi', 'kebutuhan', 'pengunjungdari', 'tanggal', '13', 'sd', '15', 'november', '2018', 'museum', 'batik', 'lokasi', 'pagelaran', 'grand', 'final', 'mas', 'mbak', 'jateng', '2018']",museum kusam sepi beda museum batik kalong museum instagramable tarik undang perhati pasuk ruang kes arsitektur koleksinyaberbagai koleksi batik dekade sejarah batik gambar situ edukasi batik nusantara sejarah batik sendiridalam minggu ribu unjung kunjung kesini mayoritas ajar ajar batik tugas guru bayar 20000 batik bawa pulang hasil karya merekadidalam museum tampil koleksi batik bel sedia cafe did as lam penuh butuh pengunjungdari tanggal 13 sd 15 november 2018 museum batik lokasi pagelaran grand final mas mbak jateng 2018
5,Tiket masuk murah...didalam ada kantin ...,tiket masuk murahdidalam ada kantin ,tiket masuk murahdidalam kantin,"['tiket', 'masuk', 'murahdidalam', 'kantin']",tiket masuk murahdidalam kantin
5,Salah satu tempat yang bersejarah dimana banyak sekali koleksi batik batik dr Nusantara bahkan yang sudah berpuluh tahun ada di Museum batik Pekalongan ini. Untuk tiket masuk sangat terjangkau hanya 5rb per orang. Di dalam museum kita jg bisa mencoba lgs membatik dg canting di bahan yg sudah disediakan dan gratis. Pertama kali dtg kesini dan sangat seru. Lokasi strategis di pusat kota Pekalongan.,salah satu tempat yang bersejarah dimana banyak sekali koleksi batik batik dr nusantara bahkan yang sudah berpuluh tahun ada di museum batik pekalongan ini untuk tiket masuk sangat terjangkau hanya 5rb per orang di dalam museum kita jg bisa mencoba lgs membatik dg canting di bahan yg sudah disediakan dan gratis pertama kali dtg kesini dan sangat seru lokasi strategis di pusat kota pekalongan,salah bersejarah dimana koleksi batik batik dr nusantara berpuluh museum batik pekalongan tiket masuk terjangkau 5rb orang museum jg mencoba lgs membatik dg canting bahan yg disediakan gratis kali dtg kesini seru lokasi strategis pusat kota pekalongan,"['salah', 'bersejarah', 'dimana', 'koleksi', 'batik', 'batik', 'dr', 'nusantara', 'berpuluh', 'museum', 'batik', 'pekalongan', 'tiket', 'masuk', 'terjangkau', '5rb', 'orang', 'museum', 'jg', 'mencoba', 'lgs', 'membatik', 'dg', 'canting', 'bahan', 'yg', 'disediakan', 'gratis', 'kali', 'dtg', 'kesini', 'seru', 'lokasi', 'strategis', 'pusat', 'kota', 'pekalongan']",salah sejarah mana koleksi batik batik dr nusantara puluh museum batik kalong tiket masuk jangkau 5rb orang museum jg coba lgs batik dg canting bahan yg sedia gratis kali dtg kesini seru lokasi strategis pusat kota kalong
5,"bisa ajak anak untuk menambah pengetahuan tentang batik, tiket cuma 20rb untuk 2 dewasa dan 2 anak, udah dianter keliling ruangan (tour guide) dan kenangan buat anak kita berupa batik cap disertai sedikit praktek menggunakan ""canting"" untuk menulis nama, terimakasih ????",bisa ajak anak untuk menambah pengetahuan tentang batik tiket cuma 20rb untuk 2 dewasa dan 2 anak udah dianter keliling ruangan tour guide dan kenangan buat anak kita berupa batik cap disertai sedikit praktek menggunakan canting untuk menulis nama terimakasih ,ajak anak menambah pengetahuan batik tiket 20rb 2 dewasa 2 anak udah dianter keliling ruangan tour guide kenangan anak batik cap disertai praktek canting menulis nama terimakasih,"['ajak', 'anak', 'menambah', 'pengetahuan', 'batik', 'tiket', '20rb', '2', 'dewasa', '2', 'anak', 'udah', 'dianter', 'keliling', 'ruangan', 'tour', 'guide', 'kenangan', 'anak', 'batik', 'cap', 'disertai', 'praktek', 'canting', 'menulis', 'nama', 'terimakasih']",ajak anak tambah tahu batik tiket 20rb 2 dewasa 2 anak udah anter keliling ruang tour guide kenang anak batik cap serta praktek canting tulis nama terimakasih
5,Museum batik Pekalongan tempatnya bersih dan banyak batik-batik khas yang unik serta di sana kita diajarkan bagaimana proses membuat batik sehingga kita dapat belajar banyak,museum batik pekalongan tempatnya bersih dan banyak batikbatik khas yang unik serta di sana kita diajarkan bagaimana proses membuat batik sehingga kita dapat belajar banyak,museum batik pekalongan tempatnya bersih batikbatik khas unik diajarkan proses batik belajar,"['museum', 'batik', 'pekalongan', 'tempatnya', 'bersih', 'batikbatik', 'khas', 'unik', 'diajarkan', 'proses', 'batik', 'belajar']",museum batik kalong tempat bersih batikbatik khas unik ajar proses batik ajar
