content,text_tokens_stemmed,Label,Label NB
"Kmpus yg masih banyak pungli skripsi gx slesai"" harus ngambil makul baru seperti anak maba lagi dan di bebankan membayar semua dari spp jdi ank baru dan pembayaran skripsi klau tidak selalu komplane gx bakalan tau stafnya dan dosen""nya saat …",kmpus yg pungli skripsi gx slesai ngambil makul anak maba beban bayar spp jdi ank bayar skripsi klau komplane gx tau staf dosen,negatif,negatif
Salah satu kampus swasta favorit di kota Semarang. Ada 2 kampus Unisbank. Tempatnya di Mugas dan Kendeng. Fakultas favoritnya adalah Fakultas Ekonomika & Bisnis. …,salah kampus swasta favorit kota semarang 2 kampus unisbank tempat mugas kendeng fakultas favorit fakultas ekonomika bisnis,positif,positif
"Kenapa sangat dipersulit untuk bisa mendapat bimbingan SKRIPSI, saya mhs transfer kelas DLC (kls karyawan malam) dan berdomisli luar kota ini mau bimbingan skripsi HARUS OFFLINE di jam kerja pagi - sore, tujuan saya daftar kelas malam itu …",sulit bimbing skripsi mhs transfer kelas dlc kls karyawan malam berdomisli kota bimbing skripsi offline jam kerja pagi sore tuju daftar kelas malam,negatif,positif
"Kasian kelas malam sih bayar full tapi dpt fasilitas sebulan sekali semoga di mudahan bagi yang kuliah malam ya pak ibu jgn di persulit, banyak yang kerja cuma cukup untuk bayar kuliah aja 🙏 …",kasi kelas malam sih bayar full dpt fasilitas bulan moga mudah kuliah malam ya jgn sulit kerja bayar kuliah aja,negatif,positif
"Tidak merekomendasikan kampus ini. BAAK nya jelek, mau wisuda aja susah. Wisuda bayar aja dibikinin persyaratan ini itu. Bayangin lo kuliah 4 tahun lebih pas wisuda masih dipersulit? Seriusan pengen kesini?",rekomendasi kampus baak nya jelek wisuda aja susah wisuda bayar aja dibikinin syarat bayangin lo kuliah 4 pas wisuda sulit serius ken kesini,negatif,positif
"Kampus terzonk yg pernah ak temui, adikku mau wisuda di persulit... Biayaa jugaa banyakk yg harus d bayar beda sama kampus lain.... Tolong ya di benahi toefl yg harusnya dulu di luar kampus di bolehin sekarang ga di bolehin tanpa ada info …",kampus terzonk yg ak temu adik wisuda sulit biayaa jugaa banyakk yg d bayar beda kampus tolong ya benah toefl yg kampus bolehin ga bolehin info,negatif,positif
Lokasinya strategis di tengah kota Semarang. Berada tepat di belakang Taman Pandanaran. Bisa dijangkau dengan mudah dengan angkutan umum. Banyak wisata kuliner di sekitar kampus. Beberapa fakultas  yang ada di kampus ini diantaranya Fakutas …,lokasi strategis kota semarang taman pandanaran jangkau mudah angkut wisata kuliner kampus fakultas kampus fakutas,positif,positif
"Tempatku menimba ilmu selama 4 tahun. Banyak kisah yg didapat dari kampus ini. Masuk kelas reguler sore, dari yg dulu jam masuk jam 5 sore sampai terakhir jadi jam 6 sore. Sayangnya terakhir2 kuliah malah ada pandemi corona, jadi gak bisa …",tempat timba ilmu 4 kisah yg kampus masuk kelas reguler sore yg jam masuk jam 5 sore jam 6 sore sayang terakhir2 kuliah pandemi corona gak,positif,positif
Kampus yg bagus nyaman pusat kota lagi....cocok buat belajar dan banyak lulusan dari unisbabk yg berhasil,kampus yg bagus nyaman pusat kota lagicocok ajar lulus unisbabk yg hasil,positif,positif
Kampus yang lokasinya di pusat kota semarang... mau kuliah di unisbank aja😁😁 …,kampus lokasi pusat kota semarang kuliah unisbank aja,positif,positif
Aman Nyaman Damai... Cocok untuk studi...,aman nyaman damai cocok studi,positif,positif
Baru kali imi liat kqmpus ada nama-nama bank nya..,kali imi liat kqmpus namanama bank nya,positif,positif
Banyak kenangan & ilmu di snih bahkan ketemu jodoh juga saat kuliah di snih ☺,kenang ilmu snih ketemu jodoh kuliah snih,positif,positif
"Salah satu universitas swasta di kota semarang tepatnya tengah kota dekat stadion trilomba juang
tempat sangat strategis depan kfc pandanaran san taman kota",salah universitas swasta kota semarang tepat kota stadion trilomba juangtempat strategis kfc pandanaran san taman kota,positif,positif
Banyak sisi buruknya kampus bobrok pelayanan keuangan buruk tidak responsif sangat bad attitude dan tukang palak dikit dikit kena denda😂😂 …,sisi buruk kampus bobrok layan uang buruk responsif bad attitude tukang palak dikit dikit kena denda,negatif,negatif
Saya Alumni Stikubank Semarang di bendan duwur masuk 1994 wisuda 1999 ambil program extension...selama kuliah blm pernah naik sampai bangunan paling atas..... kuliah sore terus....sukses buat Stikubank Semarang,alumni stikubank semarang bendan duwur masuk 1994 wisuda 1999 ambil program extensionselama kuliah blm bangun kuliah sore terussukses stikubank semarang,positif,positif
"Barang siapa yang mengenal mahasiswa lulusan universitas ini atas nama Frans Adi Wibowo, Informatics Engineering unisbank 2008 …",barang kenal mahasiswa lulus universitas nama frans adi wibowo informatics engineering unisbank 2008,positif,positif
Kampus ternama di kota Semarang.,kampus nama kota semarang,positif,positif
"Pelayanannya jelek banget sumpah .... Tnya baik baik jawabnya ketus bgt asli , Ga ngerekomendasiin kampus ini",layan jelek banget sumpah tnya ketus bgt asli ga ngerekomendasiin kampus,negatif,positif
"Sebuah universitas yang terdapat di kota Semarang, dan pernah menjadi tempat untuk seleksi ikatan dinas STIS pada tahun 2019",universitas kota semarang seleksi ikat dinas stis 2019,positif,positif
Tempat menimba ilmu yg tepat,timba ilmu yg,positif,positif
Alhamdulillah sangat puas kuliah di sini.berbobot,alhamdulillah puas kuliah siniberbobot,positif,positif
Difoto Dari rest area jalan tol,foto rest area jalan tol,positif,positif
"Gedungnya seperti mall, letak parkiran ada dibawah gedung, untuk naik keatas bisa menggunakan lift dan tangga.",gedung mall letak parkir bawah gedung atas lift tangga,positif,positif
Kampus di pusat Kota. Akses transportasi umum mudah. Pilihan program studi beragam dan terakreditasi,kampus pusat kota akses transportasi mudah pilih program studi agam akreditasi,positif,positif
"Saya mau tanya,, apa syarat mahasiswa yg do/putus studi dpt surket pernah kuliah dan transkrip nilai yg sudah didapat saat kuliah?",syarat mahasiswa yg doputus studi dpt surket kuliah transkrip nilai yg kuliah,positif,positif
"Kampus tengah kota nih, sebelumnya di dpn kampus ada SPBU sekarang jadi taman kota",kampus kota nih dpn kampus spbu taman kota,positif,positif
"Sangat strategis, tapi waktu semester 5 ke atas, perkuliahan akan di alihkan ke unisbank bendan , sampangan",strategis semester 5 kuliah alih unisbank bendan sampang,positif,positif
"Saya punya kakak yang bernama fery disana kak fery  nilainya bagus,terus unisbank jangan sampai  bangkrut makasih,tolong sampaikan ke kak fery dan kepala unisbank,maaf kalau salah2 kata,saya pengen ke unisbank mau kuliah hahaha.....",kakak nama fery sana kak fery nilai bagusterus unisbank bangkrut makasihtolong kak fery kepala unisbankmaaf salah2 katasaya ken unisbank kuliah hahaha,positif,positif
Menjadi salah satu universitas yg ada di kota semarang dengan fakultas dan jurusan yang bermacam²,salah universitas yg kota semarang fakultas jurus,positif,positif
Cukup luas dan mahasiswanya cukup ramah.,luas mahasiswa ramah,positif,positif
"Universitas Stikubank (Unisbank) Semarang berlokasi di jalan mugas deerah pahlawan terdapat fakultas Teknologi Informasi dencakup program studi Teknik Informatika, Sistem Informasi, dan D3- Manaj. Informatika",universitas stikubank unisbank semarang lokasi jalan mugas deerah pahlawan fakultas teknologi informasi dencakup program studi teknik informatika sistem informasi d3 manaj informatika,positif,positif
"tolong dong, pelayanan bagian keuangan yg responsif gitu, percuma diberikan nomor untuk dihubungi tetapi pelayanannya sangat buruk",tolong layan uang yg responsif gitu nomor hubung layan buruk,negatif,negatif
"Telat bayar Spp, kena Denda!! emang kapitalisme kampus ini sangat kental hwahahhahaha",telat bayar spp kena denda emang kapitalisme kampus kental hwahahhahaha,negatif,negatif
"Pagi kerja
Sore Kuliah
2000 sd 2004 ada di sini",pagi kerjasore kuliah2000 sd 2004,positif,positif
"Kampus lokasi strategis , kalo free bisa jalan jalan ke mall , deket bgt ,",kampus lokasi strategis kalo free jalan jalan mall deket bgt,positif,positif
Komen terakhir semoga ditanggapin dengan serius tuh wkkwkwk,komen moga ditanggapin serius tuh wkkwkwk,negatif,positif
Kampus strategis tengah kota tdk perlu jauh2,kampus strategis kota tdk jauh2,positif,positif
Mau cari kuliner apa aja banyak tersedia semua. Tinggal nego uang saku aja.,cari kuliner aja sedia tinggal nego uang saku aja,positif,positif
"Gedungnya gedhe..
Dan suasana sejuk disini .dataran tinggi. …",gedung gedhedan suasana sejuk datar,positif,positif
"Kampus 1 Mugas , yang sama seperti kampus 2 Kendeng berlantai 9",kampus 1 mugas kampus 2 kendeng lantai 9,positif,positif
"strategis, mudah dijangkau, fasilitas memadai",strategis mudah jangkau fasilitas pada,positif,positif
Pelayanan dan baak ter ruwet,layan baak ter ruwet,negatif,positif
Mulai dr covid sampai saat ini masi daring..,dr covid mas daring,negatif,positif
Angkatan 98...unisbank terbaik,angkat 98unisbank baik,positif,positif
Tempat kuliah waktu dulu kenanganku  di kota semarang,kuliah kenang kota semarang,positif,positif
"Tempat nyaman, aman bersih...",nyaman aman bersih,positif,positif
kampus nya bagus di tengah kota lulus tahun ini pengen kuliah di stikubank,kampus nya bagus kota lulus ken kuliah stikubank,positif,positif
"Bismillah, semoga stikubank memberikan berkah..",bismillah moga stikubank berkah,positif,positif
"Tempatnya nyaman , kampus tengah kota juga",tempat nyaman kampus kota,positif,positif
"Kampus yg Istimewa,,Siap bersaing dg yg lainnya.",kampus yg istimewasiap saing dg yg,positif,positif
"Tempat strategis, nyaman, representatif",strategis nyaman representatif,positif,positif
Universitas yang lengkap berada di pusat kota semarang.,universitas lengkap pusat kota semarang,positif,positif
Saya kuliah di universitas ituvmakanya saya beri 5 bintang,kuliah universitas ituvmakanya 5 bintang,positif,positif
"lokasi dekat dgn keramaian, strategis",lokasi dgn ramai strategis,positif,positif
Tempat kuliah yg berkualitas tinggi,kuliah yg kualitas,positif,positif
"kampus strategis, entrepeneuership oke..",kampus strategis entrepeneuership oke,positif,positif
cukup akurat untuk lokasi perkuliahan yang mudah,akurat lokasi kuliah mudah,positif,positif
"9 lantai, ada lift ada tangga",9 lantai lift tangga,positif,positif
Universitas Stikubank merupakan lembaga pendidikan yg bagus..👍 …,universitas stikubank lembaga didik yg bagus,positif,positif
Bisa jadi alternatif tempat kuliah yang baik,alternatif kuliah,positif,positif
Kampus ungulan di Jawa Tengah dan berlokasi di tengah kota Semarang,kampus ungulan jawa lokasi kota semarang,positif,positif
Kampus nyaman sukses selalu...,kampus nyaman sukses,positif,positif
Kampus nya  strategis,kampus nya strategis,positif,positif
"Nyaman, menyenangkan, kampus favorit 😍 …",nyaman senang kampus favorit,positif,positif
Kampus tercinta 🔥 …,kampus cinta,positif,positif
ada taman depan kampus. adem,taman kampus adem,positif,positif
Kampus ku terpercaya.,kampus ku percaya,positif,positif
Tempat mencari ilmu,cari ilmu,positif,positif
Kampus Perbankan di pusat kota semarang,kampus perban pusat kota semarang,positif,positif
Tempat keren dan banyak fasilitas,keren fasilitas,positif,positif
Mantap kampusnya,mantap kampus,positif,positif
Belajar untuk ber ekonomi Indonesia,ajar ber ekonomi indonesia,positif,positif
kampus yang memiliki pencetak entrepeneurship,kampus milik cetak entrepeneurship,positif,positif
Hanya sempat test saja,test,positif,positif
Lokasi strategis,lokasi strategis,positif,positif
Bagus sekali,bagus,positif,positif
Tempat kuliah ilmu ekonomi.,kuliah ilmu ekonomi,positif,positif
Tempatnya bersih dan nyaman,tempat bersih nyaman,positif,positif
kampus swasta termurah dan terbaik,kampus swasta murah baik,positif,positif
Kampus tengah kota nyaman,kampus kota nyaman,positif,positif
universitas mantap gan,universitas mantap gan,positif,positif
Kampus tengah kota,kampus kota,positif,positif
Bagus Nyaman,bagus nyaman,positif,positif
Asik,asik,positif,positif
Mantap,mantap,positif,positif
Dekat dengan pusat kota,pusat kota,positif,positif
Nayla,nayla,negatif,positif
Oke,oke,positif,positif
Good banget,good banget,positif,positif
Universitas di pusat kota,universitas pusat kota,positif,positif
Good...bagus,goodbagus,positif,positif
kampus kesayanagan,kampus kesayanagan,positif,positif
Recomended campus,recomended campus,positif,positif
Istimewaa,istimewaa,positif,positif
Saya lulusan dari sini,lulus,positif,positif
Strategis,strategis,positif,positif
Universitas untuk umum,universitas,positif,positif
Mantap 👍 …,mantap,positif,positif
Bagus,bagus,positif,positif
Sangat menyukainya,suka,positif,positif
Banyak yang aman dan nyaman,aman nyaman,positif,positif
Pak Jati besttttt 👍👍👍 …,jati besttttt,positif,positif
Jajan bon bon,jajan bon bon,positif,positif
Anda memiliki Alumni 🥰🙌🏻 …,milik alumni,positif,positif
tanda,tanda,positif,positif
Tempat yang bagus..,bagus,positif,positif
bukan universitas terbaik,universitas baik,negatif,positif
mengerikan,keri,positif,positif
👍👍 …,,positif,positif
Tempat yang bagus,bagus,positif,positif
Almamaterku :),almamater,positif,positif
India,india,negatif,positif
kampus legenda,kampus legenda,positif,positif
Universitas wirausaha,universitas wirausaha,positif,positif
universitas perbankan,universitas perban,positif,positif
