content,text_tokens_stemmed,Label,Label NB
"harga tiket masuk 5rb/ orang, kesini awalnya iseng karena jalan jalan pagi, kita dateng pagi bgt awal museum baru buka, bahkan kita sempat tanya sudah buka atau belum baru kita beli tiketnya.
tempatnya nyaman, AC, di saranin kalau kesini pakai guide ya. karena kalau ga pakai guide ya cuman kaya liat batik batik aja, tp kalau pakai guide bisa di jelasin.
sesederhana tentang batik khas surakarta itu coklat, untuk daerah jogja biasanya putih, dan batik yg biasanya ada etnis chinesnya pasti berwarna cerah dan bermotif hewan seringnya naga.
hal yang menarik buat aku yang suka banget sama bangunan peninggalan belanda, ternyata museum batik dulunya bangunan untuk kantor keuangannya pabrik gula sragi.
ngeliat aku yg interest sama hal yg berbau kolonial, ternyata bapak guide nya makin cerita ke banyak hal sejarah ga cuman ttg batik. karena kata bapaknya dia org asli sekitar museum..
keseluruhan tempatnya keren walau tiket masuknya murah, kalau ada kesempatan dan waktu ayo coba mampir kesini.",harga tiket masuk 5rb orang kesini iseng jalan jalan pagi dateng pagi bgt museum buka buka beli tiketnyatempatnya nyaman ac saranin kesini pakai guide ya ga pakai guide ya cuman kaya liat batik batik aja tp pakai guide jelasinsesederhana batik khas surakarta coklat daerah jogja putih batik yg etnis chinesnya warna cerah motif hewan nagahal tarik suka banget bangun tinggal belanda museum batik dulunya bangun kantor uang pabrik gula sragingeliat yg interest yg bau kolonial guide nya cerita sejarah ga cuman ttg batik bapak org asli museumkeseluruhan tempat keren tiket masuk murah sempat ayo coba mampir kesini,positif,positif
Perjalanan singkat di kota pekalongan dpt tempat seru di dekat KM 0 kota pekalongan... Museum Batik yg seru murah meriah buat ngajak keluarga berlibur di pelalongan,jalan singkat kota kalong dpt seru km 0 kota kalong museum batik yg seru murah riah ngajak keluarga libur pelalongan,positif,positif
"Museum Batik Pekalongan merupakan salah satu destinasi wisata edukasi yang terletak di kota Pekalongan. Di museum ini kita bisa mengenal berbagai macam jenis batik, peralatan untuk membatik dan sekaligus bisa belajar membatik secara langsung.
Tiketnya pun sangat ramah di kantong, hanya Rp3.000,00 untuk anak-anak, Rp7.000,00 untuk umum dan Rp20.000,00 untuk wisatawan mancanegara.
Pameran koleksi batik di museum ini dibuka setiap hari. Pengunjung dapat mengitari seluruh area museum dan didampingi oleh pemandu yang akan menjelaskan secara detail.
Kalau kalian berkunjung ke Pekalongan jangan lupa untuk mampir ke Museum Batik ini ya.. :)",museum batik kalong salah destinasi wisata edukasi letak kota kalong museum kenal jenis batik alat batik ajar batik langsungtiketnya ramah kantong rp300000 anakanak rp700000 rp2000000 wisatawan mancanegarapameran koleksi batik museum buka unjung kitar area museumdan didampingioleh pandu detailkalau kunjung kalong lupa mampir museum batik ya,positif,positif
"Salah satu musuem yang menawarkan experience  yang menarik pada pengunjung. Selain kita dapat menikmati keindahan dari batik Indonesia dan sejarah dari batik, kita juga dapat merasakan langsung dengan membuat motif batik itu sendiri. HTM 7 rbu dan sudah termasuk membuat batik dengan kain. Tersedia juga kelas2 membuat batik sapu tangan dll dengan tambahan harga, tetapi harus mendaftar terlebih dahulu minimal 2 hari sebelum kedatangan.",salah musuem tawar experience tarik unjung nikmat indah batik indonesia sejarah batik rasa langsung motif batik htm 7 rbu batik kain sedia kelas2 batik sapu tangan dll tambah harga daftar minimal 2 datang,positif,positif
"lokasi di depan titik 0km pekalongan dan sebelah masjid. bisa memilih pakai tour guide atau tidak tanpa biaya tambahan. biaya masuknya pun murah. cocok sebagai tempat rekreasi bersama keluarga dan sahabat. di sana kita dijelaskan sejarah batik hingga bagaimana cara membatik, tersedia alat untuk praktik membatik secara gratis",lokasi titik 0km kalong belah masjid pilih pakai tour guide biaya tambah biaya masuk murah cocok rekreasi keluarga sahabat sejarah batik batik sedia alat praktik batik gratis,positif,positif
Museum batik harus dilestarikan dan kalau bisa diperluas tempatnya. Batik batik nya harus diklasifikadikan kedalan tahun produksi. Kalau bisa yang berusia seabad,museum batik lestari luas tempat batik batik nya diklasifikadikan kedal produksi usia abad,positif,positif
"Tempat bersih, pelayanan juga ramah ramah. Didalam gedungnya ada tempat jualan snack juga, didalam gedungnya bersih terawat dan wangi, wangi bunga melati. Parkiran juga luas dan bersih.",bersih layan ramah ramah dalam gedung jual snack dalam gedung bersih awat wangi wangi bunga melati parkir luas bersih,positif,positif
"Museum yang masih terjaga keasliannya, disana ada tempat untuk belajar membatik, pingin banget belajar buat batik cuma kemarin gak sempat",museum jaga asli sana ajar batik pingin banget ajar batik kemarin gak,positif,positif
"Disini bisa belajar batik lengkap dari sejarahnya, alat dan bahannya, bahkan bisa langsung praktik coba langsung membatik loh! Kadang ada workshop yang menarik jugaaa. Koleksi museum batik Pekalongan lengkap dari batik pedalaman/keratonan Solo Yogya, sampai berkembang menjadi batik pesisiran khas Pekalongan. Recommended place to visit!
Salah satu batik yang menarik dan modern banget, Batik Lukis.",ajar batik lengkap sejarah alat bahan langsung praktik coba langsung batik loh kadang workshop tarik jugaaa koleksi museum batik kalong lengkap batik pedalamankeratonan solo yogya kembang batik pesisir khas kalong recommended place to visitsalah batik tarik modern banget batik lukis,positif,positif
"Tempat wajib kalo ke Pekalongan nih, motif batik nya sangat lengkap cocok buat wisata edukasi, ada guide nya juga jadi kita bisa tahu asal usul sejarah dari berbagai batik sampai cara pembuatan nya untuk pengunjung biasa disediakan ruangan buat belajar membuat batik dan hasil nya bisa dibawa pulang ??. Kesini pas weekday jadi lumayan sepi bisa lebih fokus dan santai melihat lihat sambil foto foto.",wajib kalo kalong nih motif batik nya lengkap cocok wisata edukasi guide nya usul sejarah batik buat nya unjung sedia ruang ajar batik hasil nya bawa pulang kesini pas weekday lumayan sepi fokus santai lihat foto foto,positif,positif
"Ke Pekalongan belum afdhol kalau gak mampir Museum Batik.
Disini kita bisa mempelajari berbagai macam motif batik, asal daerahnya, cara membuatnya, praktek membatik, bahkan peruntukan masing2 motif itu sendiri.
Bisa untuk kegiatan perorangan, kelompok atau grup besar.",kalong afdhol gak mampir museum batikdisini ajar motif batik daerah buat praktek batik untuk masing2 motif sendiribisa giat orang kelompok grup,positif,positif
"Tempat utk mengetahui sejarah seni kain batik d Pekalongan ,dan melihat pameran seni dari berbagai daerah Indonesia",utk sejarah seni kain batik d kalong pamer seni daerah indonesia,positif,positif
"Tempatnya enak dan adem, tiket weekday 7.000, ada 3 ruang yang jenis batiknya beda beda. Ada guide yang memandu dan sangat ramah pol dan diakhir bisa mencoba untuk membatik",tempat enak adem tiket weekday 7000 3 ruang jenis batik beda beda guide pandu ramah pol akhir coba batik,positif,positif
"Baru pertama kalinya ke sini. Awal bayar 7ribu, saya ke sana weekday ya.
Terus langsung dianter sama tour guidenya ke dalem dan dijelasin macem macem soal batik.
Kita juga diajarin buat bikin pola dan nyanting. Ini yang paling seru si. Karena kita harus nunggu lilin leleh dan diajarin pake canting dan gimana ngeaplikasiin ke kainnya. Seru banget. Rekomen buat dateng ke sini.",kali bayar 7ribu weekday yaterus langsung anter tour guidenya dalem dijelasin macem macem batikkita diajarin bikin pola nyanting seru si nunggu lilin leleh diajarin pake canting gimana ngeaplikasiin kain seru banget rekomen dateng,positif,positif
"Asik buat edukasi,mas n mba nya ramah apalgi yg mba tiket d depan saya datang pagi sambil joging sendirian tetap diantar di layani dengan baik,semoga banyak yg berkunjung supaya wisata edukasi seperti ini tetap hidup",asik edukasimas n mba nya ramah apalgi yg mba tiket d pagi joging antar layan baiksemoga yg kunjung wisata edukasi hidup,positif,positif
Tempatnya bagus dan nyaman untuk belajar tentang batik.,tempat bagus nyaman ajar batik,positif,positif
Senang banget ketika pertama kali berkunjung ke Museum Batik Pekalongan karena sangat menambah wawasan saya mengenai batik! Tiketnya murah per-orang dewasa cukup 7rb saja sudah bisa keliling museum dan bisa belajar membatik juga! Staffnya baik mbak maupun masnya semuanya ramaah-ramaah top banget deh pelayanannya! Terima kasih Museum Batik ??,senang banget kali kunjung museum batik kalong tambah wawas batik tiket murah orang dewasa 7rb keliling museum ajar batik staffnya mbak mas ramaahramaah top banget deh layan terima kasih museum batik,positif,positif
"Tempatnya setrategis bgt soalnya deket alun-alun.
Gedungnya bagus ala ala belanda gt (emang gedung peninggalan belanda)
Tempatnya bersih dan tertata rapi.
Tinggal masuk aja terus ada loket gitu.
Htm 7k aja buat dewasa dan 3k buat anak-anak.
Setelah bayar kita bakal ditemenin tour guide buat keliling-keliling.
Dijelasin semuanya, dari sejarah batik, jenis-jenis batik, alat bahan batik, cara membatik, pokoknya banyak dan detail bgt, oh iya kita boleh tanya-tanya juga.
Setelah selesai keliling, guidenya bakal nganter kita ke ruang workshop
dan yaaa, kita bisa belajar membatik!
Kita dikasih kain kotak terus kita bisa milih pola, kek jiplak gitu, banyak kok ada pola bunga, sampe ada kura-kura, yap ak tentu pilih yang lucu ??
Sangat worth it! masnya ramah ramah dan murah bgt juga ??",tempat setrategis bgt deket alunalungedungnya bagus ala ala belanda gt emang gedung tinggal belandatempatnya bersih tata rapitinggal masuk aja loket gituhtm 7k aja dewasa 3k anakanaksetelah bayar ditemenin tour guide kelilingkelilingdijelasin sejarah batik jenisjenis batik alat bahan batik batik pokok detail bgt oh iya tanyatanya jugasetelah selesai keliling guidenya nganter ruang workshopdan yaaa ajar membatikkita kasih kain kotak milih pola kek jiplak gitu pola bunga sampe kurakura yap ak pilih lucu worth it mas ramah ramah murah bgt,positif,positif
"Seruu deh liat koleksi batik dimuseum batik pekalongan ini ?? batik dr jaman th 1800 an pun ada lohhh maak ???? msh utuh dan awet, bagus2 bgt MaasyaaAllaah ..
Trs kita bs coba jg bikin batik sndiri, gmbr sndiri, pas gmbr pake cantingnya susah maakk tyt ?? makanya saluttt pisan sm pengrajin batik tulis tu, bs sekeren itu design batik mereka ???? MaasyaaAllaah, makin cinccyaaah dehh sm batik2 indonesia ????????",seruu deh liat koleksi batik museum batik kalong batik dr jaman th 1800 an lohhh maak msh utuh awet bagus2 bgt maasyaaallaah trs bs coba jg bikin batik sndiri gmbr sndiri pas gmbr pake canting susah maakk tyt saluttt pis sm rajin batik tulis tu bs keren design batik maasyaaallaah cinccyaaah dehh sm batik2 indonesia,positif,positif
"Museum Batik Pekalongan yaitu museum  yang beralamat di Jalan Jetayu No.1 Pekalongan, Jawa Tengah. Museum ini memiliki luas tanah dan bangunan 40 meter persegi dan memiliki 1149 koleksi batik, antara lain wayang beber dari kain batik yang berusia ratusan tahun dan alat tenun tradisional atau dikenal sebagai alat tenun bukan mesin. Lokasi Museum Batik berada di kawasan budaya jetayu tepatnya berada di sebelah utara Masjid Al Ikhlas, sebelah barat Lapas Pekalongan, sebelah timur Lapangan Jetayu, dan sebelah selatan GOR Jetayu. Museum ini buka dari Jam 08.00 - 11.00 (Istirahat 12.00 - 13.00) dan 13.00 - 15.00 . Sebelum masuk ke Museum, kita diwajibkan untuk mencuci tangan, lalu mengisi buku tamu di bagian informasi, dan membayar tiket masuk sebesar Rp 5.000. Museum ini sangat menerapkan protokol kesehatan, yaitu dengan menggunakan masker dan mencuci tangan ketika akan masuk ke dalam Museum. Di dalam Museum ini ada beberapa ruangan, yaitu ruang tunggu, ruang audio visual, ruang pamer 1, ruang pamer 2, ruang pamer 3, ruang workshop, kantin, dan toilet. Untuk tour guide sendiri sangat ramah dan asyik.",museum batik kalong museum alamat jalan jetayu no1 kalong jawa museum milik luas tanah bangun 40 meter persegi milik 1149 koleksi batik wayang beber kain batik usia ratus alat tenun tradisional kenal alat tenun mesin lokasi museum batik kawasan budaya jetayu tepat belah utara masjid al ikhlas belah barat lapas kalong belah timur lapang jetayu belah selatan gor jetayu museum buka jam 0800 1100 istirahat 1200 1300 1300 1500 masuk museum wajib cuci tangan isi buku tamu informasi bayar tiket masuk rp 5000 museum terap protokol sehat masker cuci tangan masuk museum museum ruang ruang tunggu ruang audio visual ruang pamer 1 ruang pamer 2 ruang pamer 3 ruang workshop kantin toilet tour guide ramah asyik,positif,positif
"Tertata rapi, ada pemandunya dan bisa minta fotokan, ada tempat coba batik dan souvenir",tata rapi pandu foto coba batik souvenir,positif,positif
Museum batik lengkap di pekalongan. Buat belajar tentang Batik sangat bagus,museum batik lengkap kalong ajar batik bagus,positif,positif
"Kalau ke Pekalongan sempetin mampir ke Museum Batik deh, Recommended musiumnya adem??
Batik-batiknya juga beragam, menambah wawasan tentang perbatikan. Tiket masuknya juga murah, aksesnya mudah. Sempet terbesit desain museumnya sedikit mirip kayak bangunan FK Unair hehe.",kalong sempetin mampir museum batik deh recommended musiumnya adembatikbatiknya agam tambah wawas bati tiket masuk murah akses mudah sempet besit desain museum kayak bangun fk unair hehe,positif,positif
"Musium Batik mengajarkan kepada kita bagaimana cara mengenal lebih dekat, menghargai, mencintai, dan melestarikan Batik sebagai salah satu budaya Indonesia. Berdiri di tengah pusat kota Pekalongan, sehingga sangat mudah untuk diakses. Parkir cukup luas. Harga tiket sangat murah, hanya bermodal 5rb saja kita sudah bisa menjelajahi tempat ini. Koleksi batiknya pun cukup banyak, mulai dari pesisir maupun pedalaman. Pelayanan yang sangat ramah, fasilitas lengkap, bersih, dan nyaman. Cocok dijadikan sebagai wisata edukasi keluarga.",musium batik ajar kenal harga cinta lestari batik salah budaya indonesia diri pusat kota kalong mudah akses parkir luas harga tiket murah modal 5rb jajah koleksi batik pesisir dalam layan ramah fasilitas lengkap bersih nyaman cocok jadi wisata edukasi keluarga,positif,positif
"pas kesana hari sabtu kebetulan lagi ada tugas dari sekolah bikin vlog di museum batik, tiket seharga 3 ribu anak anak,7 ribu umum,20 ribu mancanegara kalo ga salah lupa nge foto soal nya,rame banget soal e ada anak anak sd lagi bikin batik cap dan pengunjung lain nya yang bikin video juga di sana,banyak batik beraneka ragam dari pekalongan,batik pesisir dll bagus buat orang yng pengen tau tentang batik itu apa aja dan gimana cara buat nya??????",pas kesana sabtu tugas sekolah bikin vlog museum batik tiket harga 3 ribu anak anak7 ribu umum20 ribu mancanegara kalo ga salah lupa nge foto nyarame banget e anak anak sd bikin batik cap unjung nya bikin video sanabanyak batik aneka ragam pekalonganbatik pesisir dll bagus orang yng ken tau batik aja gimana nya,positif,positif
"Tempatnya sangat menarik karena mereka me-showcase batik2 yang bermotif beda2, ada yang ungu, coklat, biru dan lain lainnya, juga didalam ada taman kecil. Walaupun tidak banyak untuk dilihat, paling 15 atau 25 menit sudah cukup untuk melihat semuanya, tetapi infomasinya sangat lengkap mulai dari tanggal dibuatnya dan tempat dibuatnya. Orang2nya baik dan ramah juga. Kalo ke pekalongan harus kesini!",tempat tarik meshowcase batik2 motif beda2 ungu coklat biru dalam taman 15 25 menit infomasinya lengkap tanggal orang2nya ramah kalo kalong kesini,positif,positif
"Museum yang harus dikunjungi jika lewat kota Pekalongan, tempat nya di kota, koleksi batiknya bagus bagus dan keren apalagi model dan warnanya mantap, ada sejarah batik, alat alat membatik, bahan bahan membatik dan koleksi dari seluruh batik yang ada di Indonesia maupun mancanegara, gedung nya memanfaatkan gedung tua peninggalan Belanda, disini juga bisa praktik bagaimana membuat batik setelah selesai melihat lihat koleksi dari musium, selamat mencoba... terima kasih",museum kunjung kota kalong nya kota koleksi batik bagus bagus keren model warna mantap sejarah batik alat alat batik bahan bahan batik koleksi batik indonesia mancanegara gedung nya manfaat gedung tua tinggal belanda praktik batik selesai lihat koleksi musium selamat coba terima kasih,positif,positif
"Museum Batik terletak di kota Pekalongan, letak sangat strategis. Free wifi. Dan setiap ada pengunjung pasti ada tour guide yang akan mendampingi untuk menjelaskan. Terdapat tiga ruang pameran batik yang bisa dikunjungi pengunjung. Selain itu terdapat pula cafe jika ada pengunjung ingin makan dan minum. Di akhir tour, biasanya pengunjung akan diajak membatik diruang workshop. Pengunjung bisa mendapat banyak informasi dengan menonton video di ruang audio visual. Museum Batik sangat patut dikunjungi.",museum batik letak kota kalong letak strategis free wifi unjung tour guide damping ruang pamer batik kunjung unjung cafe unjung makan minum tour unjung ajak batik ruang workshop unjung informasi tonton video ruang audio visual museum batik patut kunjung,positif,positif
"Biaya masuk 7k/org
Nmbah ilmu tentang perbatikan dan sejarah ygy
Estetik , kelayakan tempat dan ruangan yg trus  d upgrade ok bgt, dlm nya ada kolam pepohonan yg bikin adem seger
Malah biasa org pklnya sendiri jarang ksini
Wajib bgt ksini ga nyesel",biaya masuk 7korgnmbah ilmu bati sejarah ygyestetik layak ruang yg trus d upgrade ok bgt dlm nya kolam pohon yg bikin adem segermalah org pklnya jarang ksiniwajib bgt ksini ga nyesel,positif,positif
"Museum batik terletak di jalan Jetayu daerah panjang, kota Pekalongan.
Bangunan dari museum batik ini adalah bangunan tua dari jaman Belanda. Namun masih berdiri kokoh dan terawat.
Museum batik ini memamerkan berbagai macam koleksi batik dari batik jaman dulu maupun batik modern.
Koleksi batik yang ada dari berbagai wilayah Jawa, seperti batik Pekalongan, solo, Yogya, Cirebon, dan lain lain
Terdapat juga koleksi batik Nusantara dari Kalimantan, sumatera, Papua dan lain lain.
Museum batik ini juga untuk tempat wisata edukasi budaya.
Fasilitas yang ada antara lain ruang pameran , ruang workshop, Perpustakaan, cafetaria, pusat oleh oleh batik.",museum batik letak jalan jetayu daerah kota pekalonganbangunan museum batik bangun tua jaman belanda diri kokoh terawatmuseum batik pamer koleksi batik batik jaman batik modernkoleksi batik wilayah jawa batik kalong solo yogya cirebon lainterdapat koleksi batik nusantara kalimantan sumatera papua lainmuseum batik wisata edukasi budayafasilitas ruang pamer ruang workshop pustaka cafetaria pusat batik,positif,positif
"Pengetahuan ttg jenis2 batik nusantara. Ada kelas belajar membatik. Tiket masuk dewasa 7rb, anak 3rb",tahu ttg jenis2 batik nusantara kelas ajar batik tiket masuk dewasa 7rb anak 3rb,positif,positif
"Seru banget. Harga tiket masuknya gak sampai Rp10.000. Ada tiga ruang pameran dan satu ruang workshop. Harga cendramata terjangkau mulai dari Rp10.000. Lingkungannya enak, adem. Lebih banyak kain yang pakai pewarna kimia tapi gak mengurangi otentiknya. Ada jasa pemandu museum. Buat foto-foto juga bagus.
Semoga lebih banyak lagi museum di Pekalongan",seru banget harga tiket masuk gak rp10000 ruang pamer ruang workshop harga cendramata jangkau rp10000 lingkung enak adem kain pakai warna kimia gak kurang otentik jasa pandu museum fotofoto bagussemoga museum kalong,positif,positif
"Letaknya strategis, depan alun-alun. Htm nya murah. Guidenya menjelaskan dengan cukup baik. Bisa belajar membatik juga disini, karena ada workshop nya.",letak strategis alunalun htm nya murah guidenya ajar batik workshop nya,positif,positif
"Batik pekalongan tdk diketahui mulai kapan, tapi hampir 70% produksi batik di Indonesia dari pekalongan. Berbeda dari batik solo dan jogja, batik pekalongan senada batik pesisir yang menggunakan motif beragam dan warna yang lebih cerah.
Museum batik pekalongan didirikan pertama 1972 di THR Gd Bintang Merdeka, lalu pindah ke kantor walikota tahun 1990. Kemudian dipindah lagi ke gedung bersejarah tinggalan Belanda di kompleks Jatayu pada tahun 2006. Gedung tua museum  ini dibangun 1902, dan sebagai museum diresmika  Presiden RI pada 12 Juli 2006.
Isi museum sekarang bertambah, mulai dari theatre sejarah batik, koleksi batik se Nusantara, praktikum membuat batik tulis dan batik cap. Batik telah diakui Unesco sejak 2009, dan di museum batik ini juga mendapat penghargaan Best Practises Batik.
Museum ini dikelola @dinparbudpora.pkl @ticpekalongan
Buka setiap hari jam kerja dan HTM sangar murah. Letak di tengah kota pekalongan.",batik kalong tdk 70 produksi batik indonesia kalong beda batik solo jogja batik kalong nada batik pesisir motif agam warna cerahmuseum batik kalong diri 1972 thr gd bintang merdeka pindah kantor walikota 1990 pindah gedung sejarah tinggal belanda kompleks jatayu 2006 gedung tua museum bangun 1902 museum diresmika presiden ri 12 juli 2006isi museum tambah theatre sejarah batik koleksi batik nusantara praktikum batik tulis batik cap batik aku unesco 2009 museum batik harga best practises batikmuseum kelola pkl buka jam kerja htm sangar murah letak kota kalong,positif,positif
