content,score
"Tampilan UI yg simple dan ga ribet dan jangan lupa isilah ..b, a, r, o, k, a, h.. Refvpral ini ketika awal daftar ya,, biar akunmu aktif ya, jadi mudah digunakan, bahkan untuk pemula sekali pun! Keamanan datanya juga oke, pilihan koinnya yg banyak serta biaya fee yg rendah, terus juga sama bonus-bonus dari event yg diadakin sama rekeningku! Ini appnya pokoknya bagus and recomend banget!! #KriptoAmanDiReku",4
awesome,5
Semoga bisa lebih baik lagi,5
"Reku memiki jaringan yang tidak benar! Saya menarik LTC dari bybit ke reku. Di bybit sudah dikonfirmasi sukses, tapi saat saya cek di Reku LTC tidak masuk sama sekali, padahal alamat wallet dan jaringan yang saya salin 100% benar👎",2
mudah di gunakan sebagai pemula,4
Ribet,1
"Mode Lite di bikin bisa limit order dong min, biar makin jossss",3
Sayang tidak suport lightining. Yg saya maksut trima kripto dengan mode lightining,1
"20240929 Belum ada preferensi saham AS syariah, tidak seperti Go Trade Indonesia",1
"Kirim koin kesini dari wallet malah lenyap gara"" gak masukin memo ID padahal alamat dah bener",1
"pilihan aset makin banyak, fitur juga makin lengkap. top deh 🚀 🌔",5
menghibur dan bisa mendapatkan cuan,5
TOP UP E MALAH BANK SAMPOERNA,1
"Tampilan UI yg simple dan ga ribet dan jangan lupa isilah b, a, r, o, k, a, h ini ketika awal daftar ya,, biar akunmu aktif ya, jadi mudah digunakan, bahkan untuk pemula sekali pun! Keamanan datanya juga oke, pilihan koinnya yg banyak serta biaya fee yg rendah, terus juga sama bonus-bonus dari event yg diadakin sama rekeningku! Ini appnya pokoknya bagus and recomend banget!! #KriptoAmanDiReku",3
Fee trading mahal...,1
baik,5
bagus,5
Sayangnya gak bisa pake keamanan google autentikasi,5
OK,5
giliran koin micin udah harga tinggi baru di tambahin ke list market. Kocak,1
Well,4
good,5
"JANGAN PAKE REKU,BANYAK NIPU NYA",1
aplikasi sangat membantu 👌,5
"Udah UPDATE JADI LEMOOOT, KAYA KEONG,KURA²,LOADING, PENTIUM 1,",1
aplikasi yg sangat bagus untuk menyimpan crypto,5
Cukup memuaskan 👍,5
ok,5
So far..so good.Thanks🙏,5
belum dapet keuntungan sih dari apk ini😭,2
Saya sebagai pengguna aktif reku sangat senang dengan aplikasi ini terutama dari fee yang tidak terlalu mahal dan minimal depo yang cukup terjangkau sangat membantu saya sebagai pemula yang coba2. Kalau bisa tambahkan investasi Emas,5
"Wahhh menyala reku. Akhirnya penantian yg lama ditunggu² ini inovasi yg luar biasa, apalagi bagi pemula yg berkeinginan utk belajar mengasah skill dalam investment. Makasih ya buat CEO -Co Founder dan tim support sukses selalu. Harapan kedepannya ya semoga ada project seperti mainnet dari reku nya, kayak yg lainnya gitu heheheee",5
Seharusnya saya tidak memilih apk ini saya sungguh kecewa,1
"lumayan dikit"" belajar nabung crypto, yg blm punya ref nih @restusukmara terimakasih",5
2 di dalam aplikasinya ada kendala pas mau minta bantuan sama admin tidak bisa chat admin tertutup,3
sangat bagus,5
Reku tolong update supaya bisa Terima dogs coin,5
Ini kek app sebelah gak yah ? Banyak potongan tersembunyi?,4
"invest...aman... penarikan dan depo,...lancar .tidak kena hack,...untuk saat ini... sukses slalu Reku...👍👍👍",5
"Karena kadang suka gak bisa login/nge blank, maaf dikurangin🙏🙏🙏 @hildan14",3
ini baru mantap 👍,5
muhammad rizki nurfaroz,5
Min. di menu favorit shortby nya belum ada.,5
"Bagus,ui sederhana mudah dipahami oleh pemula.....saran mohon tambahkan fitur switch antar token cripto jd tidak perlu jual ke idr dulu",4
"Dari awal bikin akun mpe saat ini(selama postingan ga dihapus )..Saya gak pernah kasi ijin/kuasa ke siapa pun ,Akun ini dibuat ya buat saya sendiri",3
Gokil next tambahin Reksadana dan emas min,5
"sudah mantap, dan tolong jangan terlalu banyak mengambil keuntungan dalam fee jual beli pengguna Reku",5
Sangat membantu bagi yang menggunakan,5
baik,5
"Overall appnya bagus ya Smua lancar Cs jg cpt responnya,feenya standart sesuai dgn app yg mudah dimengerti pemula, Sayangnya tampilan setelah update jadi kurang bagus sebelum ad update Saham As tampilan wallet kita keren bgt dan setelah update jadi kaku bgt tampilannya ga smooth spt dulu. Tapi tampilannya msh lebih baik dibanding apk lain. Saran saya kembalikan sj model ke tampilan lama lebih unik utk reku.",5
Aplikasi yang sangat bagus. Mudah dan adminya fas respon,5
Jaringan ton knpa tidak bisa digunakan Sya sudah bli mau kitim tidak bisa,3
ribet amat mau ganti nomor aja,1
bagus,5
Aplikasi platform untuk kripto terbaik dan keren serta Fungsional 😊👍👍👍,5
"Aplikasi nya mantap, mudah ,dan jelas aman. Semoga terus berkembang lagi😁",5
REKU JAYAA🔥,5
Bravo Reku.. Semoga lebih banyak fitur menarik dan ramah di koneksi..,5
"kalo emang cm bs 2 alamat wallet, alamat lain gausah dimasukin alasanya cm mendukung trc sm erc tapi alamat wallet dimasukin dikoin, emang mau menjebak orang biar salah, saran gw gausah pake app ini mending binance atau aplikasi lain yg waras, bukti transaksi semua ada gw tapi cs bilang duitnya ilang karna alamat walletny yg kekoin langsung gabisa cm erc sama trc, fee juga ga ngotak gede intinya bermasalah",1
Suka,5
baik,5
Kenapa jadi jelek? Masa pasang alarm nya bisa2nya ga bunyi tp ada berita masuk dia bisa bunyi ckck,2
mantap...,5
Live chat nya g kebuka parah enak yg dulu pass respon sekarang agak sulit,3
good,5
bagus,5
cukup baik semoga bisa menaikan per ekonomian bagi pengguna,5
keren,5
good,5
Sangat bagus,5
good aplikasi crypto,5
"Apk ya bagus jual beli pun tanpa harus menunggu dlu,, tetap pertahan kan apk ya salam sukses ✨✨",5
ok,5
ok mantap,5
aplikasi yg bagus.transaksi cepat dan mudah,5
"bagus,simpel,,,,,cuman lemot di banding app lain sejenis ini.",4
"Aplikasinya Mantap, segala fiturnya gampang dipelajarin, biayanya kecil dan kerennya lagi beroperasi 24 jam. The best lah pokone",5
"Aplikasi yang bikin trading kripto jadi gampang banget. Tampilan yang user-friendly dan fitur keren bikin transaksi lancar. Keamanan terjamin dengan autentikasi dua faktor. Saran aja si buat listing aset yang bagus lagi dan tambahin jaringannya agar di dukung di suatu aset. Tapi overall, ini pilihan oke buat yang pengen trading kripto dengan aman dan gampang.",5
Aplikasi nya sangat mudah digunakan dan simple 👍,5
"Makin hari makin bagus, dan isilah ni koe'de undanggg 🙏barokah🙏untuk mempermudah akun kalian bisa aktif, dan kalian sudah bisa puas mengakses keseluruhan di dalam aplikasi ini, jadi makin hari makin bagus untuk aplikassi ini,, dan sangat memuaskan sekali.. Jadi gak sia-sia aja saat menggunakan aplikasi ini👍",4
Penjualan aset sungguh sangat lama sudah dari sehari tapi aset yang saya jual tidak laku-laku,1
The best lah pokonya,5
CARA MENGUBAH KE MODE LIGHTNING BAGAIMANA?,5
terbaik,5
Saya belum menggunakan,3
mantap,4
Aplikasi nya bagus banget!! Recomended buat para pemula. Top pokonya fee nya rendah tampilan yang bagus. Pokonya recomended banget!!,5
"Kecewa sama Reku. Transfer krypto ga masuk"" sampe sekarang. Dan penyeselaian masalah nya lambat butuh berhari hari",1
Cara masuk dengan email yang sudah tidak aktif bagaimana? Mohon bantuanya?,5
Exchange sampah harga beli dan jual sangat jauh dari harga asli tokennya,1
semakin terbaik,5
"Biya plnnya sangat mahal,beli crypto 50k dipotong 20k, Gw beli 1jt malah jadi 700k hadeh,sangat mahal sekali",1
terima kasih,5
bagus,5
good,5
Aplikasi gajelas padahal Download aja kagak uang saldo dana saya hilang 350.000 gajelas banget tutup aja ini aplikasi saldo dana gua bisa hilang,1
semoga memperbaiki ekonomi saya,5
"Adminya mahal, dikit dikit admin",1
"Kenapa price alert saya ngga bisa dipakeknya,padahal sudah pasang alert tapi setiap menyentuh angka yang saya pasang ngga ada notifikasi,mohon bantuannya",5
sangat bagus dan terpercaya,5
okelah,5
lebih baik nya pas deposit lengkap dengan disemua big bank ada,4
@ikan8 gunakan kode ini agar dapat 50k,5
Sejauh ini sudah baik nyaman tapi saran sih Adain airdrop buat pengguna lama atau baru masa kalah sama exchange luar .biar minat pengguna lama nya semakin nyaman buat pengguna baru juga lebih tertarik untuk memakai aplikasi reku ketimbang aplikasi lain .sukses terus reku,5
keren habisd,5
Akun reku sy tidak bisa terbuka kenapa ini bos ku mohon solusinya ?,5
kurang joooos,1
"Pengalaman saya, aplikasi Reku AI di dalamnya sudah tersistematis dan baik. lanjutkan, pertahankan dan perbaiki bila ada kekurangan. Terima kasih.",5
sebenar nya mau update tapi sekarang susah buat kirim ke reku susah dapat aplikasi crypto penghasil crypto ke reku sekarang. nanti kalau sudah ketemu aplikasi crypto penghasil reku bintang ku kasih full saat ini lagi mencari aplikasi nya,1
hanya dua bintang karena fee ny terlalu tinggi setelah pembelian ampuuu. 🤦🤦🤦,2
Beli di harga market tapi yang di ambil harga paling atas dan begitu sebaliknya,1
Gk bisa msk lg di akun aku males ah,1
"Aplikasi nya sering macet, padahal saya bela-belain pindah dari exchange sebelah untuk pakai aplikasi reku, eh ternyata malah sering macet 😞",1
Fee trade & WD MAHALLLL,1
"Reku memang terbaik, jika ada kendala respon nya selalu cepat dan mengatasi nya pun cepat, terimakasih banyak reku telah memudahkan kita untuk transaksi, reku terbaik 💯",5
Apk mantap bisa membantu,5
Saya kasih bintang 4 dulu ya soalnya sering lemot pas liat fortopolionya mohon untuk di update lagi min,4
"Exchange yang ramah untuk pengguna baru, terdapat beberapa fitur yang dikemas dengan sederhana dan mudah untuk dimengerti, proses jual-beli aset yang tersentralisasi, dan fee yang standar, desain dari visualnya tidak mencolok sehingga enak dipandang.",4
Mudah dan simpel,5
ok,5
Potongan admin nya mahal kali🤦,1
Terimakasih reku atas layanan nya Semuga reku semakin jaya kedepannya,5
Harus belajar dengan teliti untuk menggunakan ini apl,4
Baru coba!,5
"Jelas aplikasi scam, Liat harga pasar naik akan tetapi ketika beli coin mau apapun jenisnya seketika harga pasar turun semua, what the hell?",1
"Menurutku aplikasi ini bagus saat ingin melakukan investasi crypto, karena ada fitur learning hub yang dimana saya bisa melihat video tutorial cara menggunakan aset crypto juga fitur analisis agar saya tidak salah menginvestasikan uang saya. Pokoknya aplikasi ini wajib di coba menurut saya",5
Bagus apknya,5
Apk yang terlalu mengambil keuntungan,1
luar biasa,5
pelayanannya sangat baik,5
Reku sangat bagus tapi cara deposit nyah ga bisa nih,5
Terimakasih app cuan with Coin,5
good,5
Sangat buruk,1
di coba,5
good job,5
Aplikasi Maling Tolol,1
gua masukin kode otp dari gmail gagal terus anjenk.. yang bener aja lu..,1
Ok deh,5
"Aplikasinya sangat bagus mudah simple, cuma saran saja kyaknya terlalu berat kyak ngelag gitu pas di klik menu tolong diperbaiki bug nya 🙏🏻 dan perbaharui terus sampai bagus , untuk yg lain lain saya rasa sudah cukup bagus tambahkan koin yg ada dimarket place luar negeri👍🏻👍🏻👍🏻👍🏻👍🏻Saya kasih bintang 5 🌟🌟🌟🌟🌟 biaya transaksi sudah murah jangan dimahalin ya 😁🙏🏻",5
Reku keren...,5
good luck,5
"di exchange lain saya kehilangan 5 solana tidak bisa kembali,di reku saya kehilangan 150 ton bisa kembali cuma beberapa menit saja, jadi untuk kalian yg mau menyimpan aset kripto kalian saya sarankan untuk download rek ku saat kalian ada kendala cs akan cepat bertindak membantu kalian",5
Dompet walet crypto trx ada 2 jadi bingung mau wd trx dari dompet lain alamatnya yang mana,5
Fee trading & kirim koin mahal😭,1
super,5
Apk tai,1
good,5
fee deposit n wd too high,1
mantap,5
bagus Reku,5
maaf masih ada bugnya,3
worth it si,5
aplikasi yg mudah di gunakan dn di pahami sangat membantu sekali,5
Sangat bagus mudah di gunakan deposit mudah lngsng masuk.jadi untuk pemula emang cocok pake reku simpel.,5
Aplikasi Investasi yg paling bagus dari yg lainnya👍🏻👍🏻👍🏻,5
Masih ada bug terkadang ngefreeze tidak dapat di klik apapun,3
Tim Suport sangat baik dalam menjawab permasalahan.Excheng terbaik banyaj coin baru jarang perbaikan karena aplikasi sudah bagus,5
Aplikasi beli & jual bitcoin yang paling nyaman dan terbaik di indonesia. Desain nya friendly banget.,5
ok lah,5
Platform REKU simple dan pelayanan sangat humanis,5
Apa reku bisa digunakan untuk andtoid dibawah 10...,2
Mantp,5
Apk nya bagus bnget dan simple tapi ad satu yang agak di permasalahin sih tolong dong kepada pihak reku minimal kirim coin agak di kecilin soal nya susah klo mau kirim koin harus minimal gede,5
Aplikasi ini sangat membantu jual beli Mata uang asing tertera semua di dalamnya.sangat bagus bagi peminat saham.bisa beli dan jual untuk mendapatkan nilai mata uang rupiah,5
ok banget,4
Apk sangat bagus sinpel mudah di mengerti terbaik deh,5
"Aplikasi simpel, ringan dan Murah untuk Deposit",5
"exchange paling ribet, akun keluar mulu, mau akses aja musti login lg, sangat tdk user friendly",1
Selamat beraktifitas,5
Caranya gimana usdt supaya bisa ditarik ke rupiah,5
bagus,5
"saya sangat terbantu dengan apk ini, semoga kedepannya semakin berkembang apk ini",5
Lemot delt,3
baik,5
bagus banget,5
"Masih sering ngelag, kalo di refresh lemot jg",4
oke,2
Alhamdulillah bisa belajar trading,5
"Saran saya tambahkan koin yg baru"" dan potensial yg sangat bagus, pertama untuk koin meme",4
susah di pahami aplikasi ini,2
paling bagus,5
Oke,5
reku mantap,5
sangat puas,5
good platform,5
ok,5
bagus,5
Fiturnya mudah dioperasikan,5
"Reku gabisa digunakan aplikasinya,kelamaan loading untuk masuk ke akun",1
Kok gabisa di buka hari ini?,5
"Maaf saya turunkan rating ke bintang 3, saya deposit USDT jaringan TRC20 dari Indodax ke Reku tapi belum masuk.. saya tanya ke CS Indodax sudah diterangkan Bahwa pengiriman tersebut telah SUCCESSFUL, dan saya track TX ID saya di blockchain Tronscan juga disitu sudah tercatat bahwa pengiriman telah SUCCESSFUL dan Terkonfirmasi, NAMUN DI AKUN REKU SAYA BELUM MASUK!! Sudah chat CS Reku tapi sudah hampir 2jam menunggu BELUM ADA HASIL!!!",3
"kenapa ya sudah 3 hari ini aplikasi reku gk bisa kebuka? loading terus gk bisa masuk,sudah pake data ,pake WiFi pun tetep gk bisa",2
Untuk reku saat ini susah login padahal sinyal wifi bagus terus loading nya lama banget gak masuk masuk padahal gak updet tapi kok kayak berat amat di hp,1
bagus,1
Jangan perna transaksi disini ini aplikasi penipu,1
MANTAP,5
sangat membantu,5
baru verifikasi nomor telpon aja gagal mulu,1
good job,5
Saya percaya aset saya di aplikasi ini semoga bisa menjaga nyah dengan baik dan semoga di berikan kelancaran dalam menjalankan bisnis ini .,5
"Makin sini makin gak konsisten ni reku, masa tiap deposit lama bgt dteng nya berjam² dan mesti panggil cs, baru masuk. Kalo 1x wajar ini terus²an tiap depo kan Kon. Saran mending move ke apk lain si kayak pintu/ajaib lebih greget pelayanan nya",1
"Mohon bantuan untuk hapus akun. Saya tidak pernah mendaftar dengan akun email tersebut akan tetapi auto menjadi pengguna yang belum terverifikasi, mohon perbaiki aplikasi nya dan tidak auto connect ke akun apapun tanpa verfikasi yang jelas, terima kasih. Gimana saya yg daftar kalau di profil aja ga ada nama dan no telp saya ....",1
Sangat membantu 🥰,5
semuanya bisa berjalan dengan baik,5
good,5
Apk the best pokoknya oke sip dan menyenangkan sangat menguntungkan,5
update cukup baik dan suka bgt,5
semoga baik kedepannya 👍,5
USAHAKAN PENARIKAN DANA DIPERCEPAT DAN JAM BERAPA AJA BISA... INI DI ATAS JM 11 MALAM.. SUBUH BARU LANDING... GILAAAA... GIMNA ORANG KLO PERLU DANA SECAPATNYA.......!!!!!! JANGAN ALASAN BANK... INDODAX AJA BISA JAM BERAPA AJA CAIR LANGSUNG..,1
apalikasi yg menambah wawasan pengetahuan keuangan global,5
Reku is the best 👍👍,5
"Untuk reku sebenernya saya suka karena mudah di pahami,tapi setelah beberapa kali trading saya merasa rugi trus krn harga yg di beli lebih mahal dr exchange lain untuk yg blm pro, sedangkan harga jual lebih murah ,contoh saya beli Coin 5 jt otomatis portofolio saya jadi 4.9 JT jadi untuk mendapatkan profit nya lg lebih kecil rasionya,saya berpikir akan pindah exchange lain,untuk kedepan bisa perbaiki setidaknya jual belinya real time seperti di bitget. Terimakasih",3
Reku,5
Good,5
"sebenarnya investasi disini baguss nyaman,tapi kenapa setiap saya mau penarikan saldo saya kemapa ditolak/gagal terus sama e wallet nya",4
mantap,5
Keamanan nomor 1 aplikasi terbaik,5
god app,5
"Mau Verifikasi sulit udah 4 Kali gagal terus coba yang lain seperti Indodax, Tokocrypto, dan Pintu langsung berhasil tanpa nunggu lama, Keknya yang salah Aplikasinya.",1
Hasil earn tidak sesuai,1
terbaik,5
"exchanger paling friendly..mudah dftrnya..selfi wl cameraku 3gb.hp jadul berkli' login dr hp br cpt skli di acc...reset 2FA cpt jg..tdk berhri”,ky ditkocryo dn indudx....uangku lenyap g bs di exngch krn sulitnya mrk...asuu",5
Baru coba gua .. Depo harus kena potongan juga ternyata .,3
FEE SEGEDE GABAN TANGGU JAWAB NIHIL,1
mantap,5
Msih pemula Lum ngerti cara pembelian dan penukaran,4
ok SMG reku selalu menghadirkan koin koin baru agar dapat harga murah,5
Reku The Best,5
Goood,5
Aplikasi apa ini menylitkan penggunanya !,1
"Reku,tolong dipertimbangkan untuk listing koin MUMU(the bull) donk,pasti akan jadi menarik bagi pecinta meme coin dan spekulan",4
mantap reku,5
kreeeen,5
"Saya suka tampilan reku, simpel dan keren sayang nya saya gak bisa gunain aplikasi reku di karenakan batas umur saya sedangkan persyaratan untuk penggunaan reku harus 18 tahun. Fitur saya yang paling suka ialah tampilan dashboard nya apalagi kita tau koin -koin yang lagi naik, dan bisa di lihat dari kenaikan koin nya ada 1 jam, 4 jam, sama 24 jam 🤩 saya berharap persyaratan untuk aplikasi reku bisa di mulai dari 17 tahun 🤗❤️",5
Reku makin kesini makin bagus koin koin baru langsung listing dan sesuai harga koin itu,5
Gunakan kode @tarwin5 supaya dapat bonus dan cuan Aplikasi cuan mudah digunakan untuk pemula,5
mantaaap,5
Fitur enak pengambilan lewat ewalet enka Harga koin lebih murah disini dg pembelian koin lebih mahal,4
"Mudah pakainya,..",5
Mode lightning hilangin aja deh. Nganggu bgt. Ga penting,1
top up ewallet gopay belum ada,3
Reku sekarang tidak bisa live chat ya,5
Lebih suka tampilan yang lama yang namanya masih Rekeningku,5
ok bet,5
Live chat nya ka berfungsi,3
baik,5
sangat mudah di pelajari dn its okey,5
good,4
mantap,5
gampang di mengerti,5
ok,5
Kacau baru 1 hari di pake aplikasi nya udah ga bisa di buka🥱,1
"Yang rekap ""requiz"" Fitur kagak bener b1 wes, rekapan sempurna baru b5, apakah shift berbeda admin lol. Naik1 > semakin lucu rq nya naik lagi b3. Turun bintang lagi (kecewa)b2 > malah semakin buruk rekap rq kurangi lagi!. b1",3
good jobs,5
good jobs,5
Apk tolol mau WD nggak bisa golbok,1
bagus,5
Tempat bagus menabung bitcoin,5
"SEKARANG APLIKASI INI SAYA GUNAKAN UNTUK MENYIMPAN BNB,LTC,BTC,SOL,ETH DAN TRON",5
Sangat bagus,5
mantab,5
"Aplikasinya top dan gak selalu ketinggalan harga, tapi ada keluhan, mungkin bisa diturunkan minimal penarikan menjadi 10.000? Itu saja selebihnya tampilannya bagus",5
bagus,4
tingkatan lagi pasar coin cripto nya. perbanyak coin micin harga yang kecil,5
good luck,5
"sebagai seorang pemula aplikasi ini sangat bagus dg firur2 nya simple dan gampang dimengerti serta utk daftarnya mudah hanya hitungan menit cuma ada sedikit kekurangannya yakni gampang ngelag tlg diperhatikan agar pengguna merasa nyaman saat mengoperasikannya,🙏",5
okooooo,5
Tampilan menarik. Ringan. Tolong tambahkan koin koin murah yang menarik. Dan tambahkan koin yang bisa distaking.,5
mantap,5
"Koin zk tidak bisa di jual beli, uang saya masih nyangkut, tolong di perbaiki",1
"Akun ada saldo 2jt langsung di bekuin, ngurus nya harus ke kantor reku di jakarta, Lah,, ogut kan tinggal di Kalimantan malah dipaksa ke Jakarta buat urus akun,, Udah lah,, Mending kalian cari aplikasi lain aja",4
"Wd idr 4 hari g masuk"" kn babik.",1
"proses mudah, pelayanan cepat dan aman",5
mantap,5
good aplikasi,5
bagutss 👍,5
it's good,5
"Rugi banget kalau nolak surveinya ----- @barokah`````` isiyah asik banget kalau uda ada survei yang di berikan ama kita,, karena setiap survei yang kita terima itu bisa menghasilkan cuan dengan sangat nyata,,, karena setiap survei yang di berikan itu sangat menarik semua,, gak ada kata sulit buat kita kerjakan,,, apalagi bersangkutan sama uang,, jadi lebih semangat lagi untuk menerima survei terbarunya,, gak nyeselellah kalau udah dapat surveinya,,, jadi bisa bertambah cuan kita dengan dratis.",3
sangat membantu di era digital sekagarang ini dan memantu untuk menambah penghasilan rakya Indonesia,5
Apk nya bagus mudah digunakan kalau untuk pemula bagus banget apk ini,5
Aplikasi bagus.. Smoga kedepan nya jadi lebih baik lagi. Saran aplikasi nih bro. Aman dan terpercaya.,5
Mantap,5
"Aplikasi terpercaya, minimal withdraw-nya kecil & fee standar bank. Mantap makasih~",5
aplikasinya mudah dipahami dan membantu,4
tampilan menarik dan mudah untuk di mengerti untuk pemula,5
Setiap transaksi badar selalu lebih cuan dripda player,4
ok lah,5
good,5
bagus,5
semoga di reku bisa smua pencairan crypto yg gue jalani 🤲🤲🤲,5
Aplikasi yg sangat bagus,5
Tolong dari pihak Reku untuk melisting platform candel stick Profesional agar kami para traider tidak berpindah ke APK lain.. thanks,5
"𝘔𝘢𝘴𝘶𝘬𝘢𝘯 𝘬𝘰𝘥𝘦 𝘙𝘦𝘧𝘦𝘳𝘳𝘢𝘭 "" @santrikece "" 𝘶𝘯𝘵𝘶𝘬 𝘮𝘦𝘯𝘥𝘢𝘱𝘢𝘵𝘬𝘢𝘯 20.000 𝘱𝘦𝘳𝘵𝘢𝘮𝘢 🤩",5
"Aplikasi yg lumayan bagus,",5
apl yang benar benar membantu pertukaran mata uang crypto anda,5
Mantap apkasinya bisa investasi mulai dari 5000,5
minimum deposit dan investasi 10rb rupiah biar makin banyak pemula yang mencoba investasi di reku.Fitur komplit...ada portfolio berisikan rangkuman aset dan list koin yg kita investasikan lengkap denga laba atau rugi yang kita peroleh .keereen fitur unggulan reku makin maju kedepannya...makin jaya.,5
good,5
ok,3
mungkin pihak reku bisa menambahkan lebih banyak jaringan pada token terutama jaringan binance smart chain (BEP20) untuk USDT karna jaringan pada token tersebut banyak digunakan untuk kirim/terima token melalui jaringan BEP20,3
Ok,5
"Aplikasinya kok jadi berat ya bbrp waktu terakhir ini, masuk minta pin agak lambat responya",5
Mantap,5
good very good,5
Min perbanyak koin meme nya dong,5
"Bagus sih tapi Fee nya ga notak cuy, sialan nih gw suka bgt ama apk nya. bisa pake virtual acount wd nya",5
mantap,5
"DEPOSIT DIPROSES SECEPAT KILAT , SUDAH URUSAN WD 1X24 JAM DI TUNGGU GAK MASUK"" JUGA BUKANN MAIN APLIKASI INI",1
"Aplikasi nya sangat bagus dan mudah di mengerti, Tolong pertahankan, saran aja sih biar ada fitur stop Los atau take profit itu aja 🙏😁",5
Aplikasi asuuuuu.........,1
good the good,5
ok,5
"Bagus sih ,, cuma maaf saya Kasih bintang 3 dulu yah,kalau udah ada stop lose/stop profit saya fullkan bintangnya.",3
mantul,5
"Untuk koin baru masih belum bisa limit order, Tp klw order kudu saat itu jg, ngikutin harga pasar, Ya kali kita di suruh liattin chart n harga terus, Lalu ada koin baru dan koin lama yg belum bisa nerima koin dan ngirim koin di jaringan koin tersebut Lah pie,kudu pie, Ayolah benerin di permudah,jangan kayak yg sebelah",1
Reku keren dan luar biasa sangat bagus dan sangat nyaman memiliki Reku trimksih Reku pokoknya jooosss tenan dan sangat mantap dan luar biasa,5
biasaja,5
saya Coba dulu kau memang trending nya membayar 100 bintang kan saya lasih,2
Coba dulu kalau benar di tambah bintang bintang 🌟,3
Exchange kapitalis,3
Bagus banget.,5
Baik,5
Ok bagus,5
kasih surprise dong...,5
Apasi kede otpnya ga d kirim Mulu malah nunggu 5 10 menit gimana mau inves kalo gada saldo,1
"Tolong sediakan deposit Zcash, Udah lama nunggu blm tersedia juga😥",4
good aman nyaman mudah dan praktis udah terpercaya pelayanan oke aset lengkap,5
"Pas beli harganya turun, Di jual harganya naik, apa ini sudah di seting ya.",2
semoga sukses selalu,5
First time,5
masih belajar,5
Rugi invest di sini beli kena charge mau narik kena lgi 6500 di tambah biaya sms 750 rugi pokok nya auto hapus....👎,1
Selamat,1
Baguss untuk desain aplikasinya tpi semoga aja di improve lagi soalnya di hp saya terdapat kendala terkadang terjadi frezee/hang sehingga harus keluar aplikasi,5
Semoga dengan Reku aku bisa kaya raya,5
"Setelah di update aplikasi Reku berjalan lemot, tolong diperbaiki",2
Bagus sekali,5
"Referral....adi1114 Aman mudah untuk ganti"" no.yg hilang",5
"Sebagai masukan, fitur portofolio nya lemot, mohon ditingkatkan kembali agar lebih nyaman,",4
baik,5
