userName,at,content,text_tokens_stemmed,Label,Label NB
Pengguna Google,2024-12-24 10:07:15,sangat mudah dan cepat,mudah cepat,positif,positif
Pengguna Google,2024-12-24 09:45:37,"Aplikasi ini mudah di gunakan dan mempermudah dalam pembayaran angsuran,pembyran kita otomatis muncul di riwayat pembyran,,pengajuan dana multiguna.pokoknya aplikasi ini mantap.",aplikasi mudah mudah bayar angsuranpembyran otomatis muncul riwayat pembyranpengajuan dana multigunapokoknya aplikasi mantap,positif,positif
Pengguna Google,2024-12-24 09:32:37,Membantu sekali,bantu,positif,positif
Pengguna Google,2024-12-24 07:55:54,Mantap,mantap,positif,positif
Pengguna Google,2024-12-24 00:15:50,Bagus,bagus,positif,positif
Pengguna Google,2024-12-23 19:57:49,Praktis,praktis,positif,positif
Pengguna Google,2024-12-23 17:33:16,Sedang mencoba jika membantu nanti tak kasih bintang tujuh... Semangat,coba bantu kasih bintang tujuh semangat,positif,positif
Pengguna Google,2024-12-23 17:33:15,Kredit kendaraan saya sudah lunas kok malah disuruh pake asuransi dan dari Adira tagih pembayaran asuransi disaat pengambilan BPKB kendaraan saya Krn sudah lunas.. Perlindungan asuransi diawal pengkreditan dan bukan perlindungan asuransi di akhir / disaat sudah lunas pengkreditan !!!! Saya merasa pihak asuransi ataupun Adira memanfaakan disaat saya mengambil BPKB kendaraan untuk memperoleh keuntungan.,kredit kendara lunas suruh pake asuransi adira tagih bayar asuransi saat ambil bpkb kendara krn lunas lindung asuransi awal kredit lindung asuransi saat lunas kredit asuransi adira memanfaakan saat ambil bpkb kendara oleh untung,negatif,negatif
Pengguna Google,2024-12-23 12:37:29,Mempermudah,mudah,positif,positif
Pengguna Google,2024-12-23 12:17:32,ini aplikasi lemot udah gitu kaya kaga ada benefitnya ni apk. udah mana bunganya gede. bunga gede tapi sama benefit apk aja masih pelit. pait.,aplikasi lot udah gitu kaya kaga benefitnya ni apk udah bunga gede bunga gede benefit apk aja pelit pait,negatif,negatif
Pengguna Google,2024-12-23 09:58:58,"Menurut penilaian saya pribadi. App Adiraku cukup Lumayan Bagus ko., 👍👍:pda intinya Oklah. 🙏",nilai pribadi app adiraku lumayan bagus ko pda inti oklah,positif,positif
Pengguna Google,2024-12-23 09:20:58,Sangat ba! Yakmanfaat nya,ba yakmanfaat nya,positif,positif
Pengguna Google,2024-12-23 08:39:35,Bagus,bagus,positif,positif
Pengguna Google,2024-12-23 07:49:56,Sngat bnyak promo dan vocher gratis,sngat bnyak promo vocher gratis,positif,positif
Pengguna Google,2024-12-23 00:40:28,Ok,ok,positif,positif
Pengguna Google,2024-12-23 00:31:07,Semoga bagus,moga bagus,positif,positif
Pengguna Google,2024-12-22 21:45:32,Mantap,mantap,positif,positif
Pengguna Google,2024-12-22 14:55:25,Tidak bisa di HP saya.. harusnya suport semua jenih HP,hp suport jenih hp,negatif,positif
Pengguna Google,2024-12-22 08:11:02,Sampai lunas bayarnya disini aja Mantul,lunas bayar aja mantul,positif,positif
Pengguna Google,2024-12-22 05:27:25,Informasinya bermanfaat,informasi manfaat,positif,positif
Pengguna Google,2024-12-22 00:19:52,Acc,acc,negatif,positif
Pengguna Google,2024-12-21 22:38:44,sangat membantu,bantu,positif,positif
Pengguna Google,2024-12-21 19:26:06,Kurang cepat proses pembayaran nya.klu melakukan transaksi di tgl jatuh tempo.gak bs lgsung berhasil di hari itu.alhasil kena denda krn transaksi berhasil di hari slanjutnya,cepat proses bayar nyaklu transaksi tgl jatuh tempogak bs lgsung hasil itualhasil kena denda krn transaksi hasil slanjutnya,negatif,positif
Pengguna Google,2024-12-21 12:17:54,"error terus pas foto ktp. diulang berkali tetep error. salah dimana gatau, gajelas",error pas foto ktp ulang kali tetep error salah mana gatau gajelas,negatif,negatif
Pengguna Google,2024-12-21 11:49:37,Mantapp,mantapp,positif,positif
Pengguna Google,2024-12-21 11:26:07,Error terusss gmn ini mo liat Va yg sudah aja ga bisa!!,error terusss gmn mo liat va yg aja ga,negatif,negatif
Pengguna Google,2024-12-21 05:17:05,Lebih cepat lebih hemat,cepat hemat,positif,positif
Pengguna Google,2024-12-20 22:29:40,Aplikasi lemot parah,aplikasi lot parah,negatif,negatif
Pengguna Google,2024-12-20 21:19:37,Aku mau mau mengajukan pinjaman untuk modal usaha kecil-kecilan,aju pinjam modal usaha kecilkecilan,positif,positif
Pengguna Google,2024-12-20 20:03:44,Mantap memudahkan,mantap mudah,positif,positif
Pengguna Google,2024-12-20 18:54:56,"Sangat membantu adanya aplikasi adiraku,,, kalo bisa jangan apa apa bayar 😀😀😀,, top up bayar admin,, bayar cicilan juga kena admin,,,",bantu aplikasi adiraku kalo bayar top up bayar admin bayar cicil kena admin,positif,positif
Pengguna Google,2024-12-20 18:50:50,semoga makin mudah untuk pembayarannya,moga mudah bayar,positif,positif
Pengguna Google,2024-12-20 18:04:20,"Byr angsuran transfer VA nominalnya selisih lbh besar 20 rb dari nominal tagihan,bayangkan kalau dikali 5 tahun!!! top up kaspro dipotong juga, Nih parah adira",byr angsur transfer va nominal selisih lbh 20 rb nominal tagihanbayangkan kali 5 top up kaspro potong nih parah adira,negatif,negatif
Pengguna Google,2024-12-20 17:37:20,Sangat bagus,bagus,negatif,positif
Pengguna Google,2024-12-20 16:25:37,Baik,,positif,positif
Pengguna Google,2024-12-20 15:42:58,Sangat puaa,puaa,negatif,positif
Pengguna Google,2024-12-20 15:31:06,Sangat membantu saya dalam proses pembayaran cicilan motor listrik saya terimakasih ya,bantu proses bayar cicil motor listrik terimakasih ya,positif,positif
Pengguna Google,2024-12-20 13:42:03,Sangat membantu saya saat transaksi pembayaran motor,bantu transaksi bayar motor,positif,positif
Pengguna Google,2024-12-20 12:56:15,Aplikasi nya lemot tiap mau bayar selalu error. Ini gada tindakan kah dri pihak adira nyaaa?? Aplikasi lemot gini di biarin aja,aplikasi nya lot bayar error gada tindak kah dri adira nyaaa aplikasi lot gin biarin aja,negatif,negatif
Pengguna Google,2024-12-20 12:29:25,"Praktis, tinggal nambah promonya min hhhe",praktis tinggal nambah promonya min hhhe,positif,positif
Pengguna Google,2024-12-20 10:44:02,Mantab,mantab,positif,positif
Pengguna Google,2024-12-20 10:33:13,Sangat membantu dalam proses pembayaran Angsuran,bantu proses bayar angsur,positif,positif
Pengguna Google,2024-12-20 09:51:46,👍👍👍👍👍,,positif,positif
Pengguna Google,2024-12-20 07:04:12,Bgus,bgus,positif,positif
Pengguna Google,2024-12-19 23:35:45,Pinjaman Ditolak Tolong Hapus Data Saya & Jgn Salah Digunakan Terimakasih🙏,pinjam tolak tolong hapus data jgn salah terimakasih,negatif,negatif
Pengguna Google,2024-12-19 19:13:44,Aplikasi lemot dan loading lama padahal sinyal stabil,aplikasi lot loading sinyal stabil,negatif,negatif
Pengguna Google,2024-12-19 18:31:44,good,good,positif,positif
Pengguna Google,2024-12-19 14:31:48,"Aplikasi gakk jelasss eror,, mohon diperbaiki pihak terkait jangan cuma untung aja yangg besarr tapi aplikasi gak gunaa sama sekali",aplikasi gakk jelasss eror mohon baik kait untung aja yangg besarr aplikasi gak gunaa,negatif,negatif
Pengguna Google,2024-12-19 12:37:01,Ini aplikasi sangat meneybalkan banyak erornya...mohon diperbaiki agar pelanggan tidak kecewa,aplikasi meneybalkan erornyamohon baik langgan kecewa,negatif,negatif
Pengguna Google,2024-12-19 04:21:30,Sangat membantu,bantu,positif,positif
Pengguna Google,2024-12-18 21:57:09,Kenapa gak bisa dibuka ini dah,gak buka dah,negatif,negatif
Pengguna Google,2024-12-18 18:12:26,Knpa bisa error. Padahal sangat membantu konsumen... Tolong lah di bagusin aplikasi nya,knpa error bantu konsumen tolong bagusin aplikasi nya,negatif,negatif
Pengguna Google,2024-12-18 17:58:38,"Ini aplikasi rusak Super lemot, gk ada perbaikan ataupun peningkatan sama sekali dari tahun ke tahun Bahkan cuma untuk ngecek penawaran spesial aja harus nunggu berjam-jam baru selesai loadingnya",aplikasi rusak super lot gk baik tingkat ngecek tawar spesial aja nunggu berjamjam selesai loadingnya,negatif,negatif
Pengguna Google,2024-12-18 17:21:39,Kok tidak bisa lihat no kontrak yg aktif dan riwayat pembayaran ya,lihat no kontrak yg aktif riwayat bayar ya,negatif,negatif
Pengguna Google,2024-12-18 16:45:27,Ini aplikasi kenapa gk bisa diakses.... suruh pembaruan Juga sudah. tapi tetep aja gk bisa dibuka... pusing,aplikasi gk akses suruh baru tetep aja gk buka pusing,negatif,negatif
Pengguna Google,2024-12-18 16:35:11,"Aplikasi error kenapa virtual account ga ada,saya mau melakukan pembayaran karena besok jtp",aplikasi error virtual account ga adasaya bayar besok jtp,negatif,negatif
Pengguna Google,2024-12-18 14:59:25,"Ini gimana sih aplikasinya Payah banget, mana lemot aplikasinya Kontrak gak ada,cicilannya mau dibayar apa gak sih ini? Ntar gak dibayar malah diteror, mau bayar aplikasinya begini Tolong dong dibenerin Bikin emosi aja tiap buka aplikasi",gimana sih aplikasi payah banget lot aplikasi kontrak gak adacicilannya bayar gak sih ntar gak bayar teror bayar aplikasi tolong dibenerin bikin emosi aja buka aplikasi,negatif,negatif
Pengguna Google,2024-12-18 14:49:57,"Ini knapa sih apk,org mau pembayaran disuruh upgrade ke premium,gilran di upgrade malah sistem bermasalah,kita mau pembayaran,udah jatuh tempo,t Lat bayar nanti denda di hitung.mana udh terlanjur toup saldo,saldo ga bisa di kirim kluar.aneh",knapa sih apkorg bayar suruh upgrade premiumgilran upgrade sistem bermasalahkita pembayaranudah jatuh tempot lat bayar denda hitungmana udh lanjur toup saldosaldo ga kirim kluaraneh,negatif,negatif
Pengguna Google,2024-12-18 14:39:56,"Maaf saya turunkan bintang, setiap kali update selalu hilang no kontrak di pembayaran di aplikasi,,,,",maaf turun bintang kali update hilang no kontrak bayar aplikasi,negatif,negatif
Pengguna Google,2024-12-18 14:37:27,Aplikasi Gak Jelas cicilan saya Uda mau kelar malah No kontraknya gak ada Gak bermanfaat banget aplikasi ini Tolong Tanggung jawabnya dong Adira gimana kita bisa percaya lagi sama kamu Bisanya nawarin credit lewat wa menggangu ketenangan orang,aplikasi gak cicil uda kelar no kontrak gak gak manfaat banget aplikasi tolong tanggung adira gimana percaya bisa nawarin credit wa menggangu tenang orang,negatif,negatif
Pengguna Google,2024-12-18 14:11:01,Aplikasi kebanyakan eror,aplikasi banyak eror,negatif,negatif
Pengguna Google,2024-12-18 13:09:49,Sangat membantu,bantu,positif,positif
Pengguna Google,2024-12-18 11:51:02,"semakin tidak bagus, poin pun tidak di dapatkan setelah bayar angsuran, dan tidak dapat di tukar pula.",bagus poin dapat bayar angsur tukar,negatif,positif
Pengguna Google,2024-12-18 11:41:43,Kenapa ya tiba2 selalu no kontrak hilang terus2 tolongla mohon di perbaiki lagi aplikasinya,ya tiba2 no kontrak hilang terus2 tolongla mohon baik aplikasi,negatif,negatif
Pengguna Google,2024-12-18 11:05:27,Sangatembantu sekali,sangatembantu,positif,positif
Pengguna Google,2024-12-18 10:39:11,Aplikasi error no kontrak suka hilang,aplikasi error no kontrak suka hilang,negatif,negatif
Pengguna Google,2024-12-18 10:11:19,"Aplikasi burik ,tidak bisa upgrade kaspro ,nomor kontrak terhapus tidak bisa dilihat,lemot ,sekelas adira mengeluarkan aplikasi gak bermutu",aplikasi burik upgrade kaspro nomor kontrak hapus dilihatlemot kelas adira keluar aplikasi gak mutu,negatif,negatif
Pengguna Google,2024-12-18 09:42:46,Aplikasi Burik... Masa Nomor Kontrak Untuk ngecek pembayaran tidak Muncul....,aplikasi burik nomor kontrak ngecek bayar muncul,negatif,negatif
Pengguna Google,2024-12-18 09:33:21,Kok makin buruk aplikasi nya. Mau lihat kontrak yg aktif ngk bisa sama sekali,buruk aplikasi nya lihat kontrak yg aktif ngk,negatif,negatif
Pengguna Google,2024-12-18 09:26:43,Dapat memudah kan pembayaran gak keluar rumah cukup tf aja,mudah bayar gak rumah tf aja,positif,positif
Pengguna Google,2024-12-18 06:25:59,"apalah, masukin pin salah terus kirain saya emang lupa, pas udah saya ganti malah tetep pin salah haduhh",apa masukin pin salah kirain emang lupa pas udah ganti tetep pin salah haduhh,negatif,negatif
Pengguna Google,2024-12-17 23:21:35,Bguss,bguss,positif,positif
Pengguna Google,2024-12-17 22:40:20,good,good,positif,positif
Pengguna Google,2024-12-17 21:18:52,Sangat membantu,bantu,positif,positif
Pengguna Google,2024-12-17 18:30:10,"TOLONG APLIKASINYA DIPERBAIKI!!! LEMOT PARAH, PUNYA SALDO KASPRO MAU DIPAKE BAYAR QRIS SERING ERROR",tolong aplikasi baik lot parah saldo kaspro dipake bayar qris error,negatif,negatif
Pengguna Google,2024-12-17 16:35:35,Sangat bermanfaat,manfaat,negatif,positif
Pengguna Google,2024-12-17 14:30:04,Mantap,mantap,positif,positif
Pengguna Google,2024-12-17 11:03:52,"Aplikasi nya lemot bgt udh gt metode pembayaranya sedikit bgt ....bukannya mempermudah malah mempersulit nasabah yg mau bayar ,,,aplikasi yg mempersulit nasabah dalm pembayaran",aplikasi nya lot bgt udh gt metode pembayaranya bgt mudah sulit nasabah yg bayar aplikasi yg sulit nasabah dalm bayar,negatif,negatif
Pengguna Google,2024-12-16 21:22:52,Buruk tambah susah di gunakan....aplikasi sampahhh lelet susah,buruk susah gunakanaplikasi sampahhh lelet susah,negatif,negatif
Pengguna Google,2024-12-16 19:39:31,Min info cara ganti nomer yg biasa untuk login ...Krn yg biasa untuk login nmernya hilang,min info ganti nomer yg login krn yg login nmernya hilang,positif,negatif
Pengguna Google,2024-12-16 14:49:08,Adiraku semoga makin sukses dan amanah amiiin,adiraku moga sukses amanah amiiin,positif,positif
Pengguna Google,2024-12-16 11:52:21,yoi,yoi,positif,positif
Pengguna Google,2024-12-16 09:47:43,Sangat membantu,bantu,positif,positif
Pengguna Google,2024-12-15 23:30:30,Bagus admin bersahabat,bagus admin sahabat,positif,positif
Pengguna Google,2024-12-15 22:51:35,Nice,nice,positif,positif
Pengguna Google,2024-12-15 22:12:31,"Pembaruan nya ngk pernah berubah, kayak lemot banget aplikasi nya, tolong di perbaiki aplikasi nya, sangat lemot parah, terus kalau angsuran sudah di bayar, jangan ke lamaan di aprov nya",baru nya ngk ubah kayak lot banget aplikasi nya tolong baik aplikasi nya lot parah angsur bayar lama aprov nya,negatif,negatif
Pengguna Google,2024-12-15 19:45:17,Ok bgtttt,ok bgtttt,positif,positif
Pengguna Google,2024-12-15 18:03:01,membantu sekali,bantu,positif,positif
Pengguna Google,2024-12-15 16:40:14,"Bagus, mempermudah pembayaran.",bagus mudah bayar,positif,positif
Pengguna Google,2024-12-15 15:36:19,Sangat membantu aplikasi ini,bantu aplikasi,positif,positif
Pengguna Google,2024-12-14 22:23:57,"Angsuran tgl 17 telat smp muncul tgl bln baru sdh di tagih dan harus bayar buka blokir mahal minta 1,2jt nego2 mentok 1jt agar bisa di angsur kembali. Kl begini besok2 gk bakalan pakai leasing Adira lg. Telat 1 bln pindah bln dah di hitung 2 bln padahal blm tgl marai mumet. Buat teman2 mending pakai leasing lain Yo kapok tenan.",angsur tgl 17 telat smp muncul tgl bln sdh tagih bayar buka blokir mahal 12jt nego2 mentok 1jt angsur kl besok2 gk pakai leasing adira lg telat 1 bln pindah bln dah hitung 2 bln blm tgl mara mumet teman2 mending pakai leasing yo kapok tenan,negatif,negatif
Pengguna Google,2024-12-14 20:57:55,Good,good,positif,positif
